LINK_ID,도로등급,도로명,시도,구군,연장km,차선수,전일,7-9시,18-20시
1065969,일반국도,동일로,서울특별시,노원구,0.611,6,22939,4438,4152
1065970,일반국도,동일로,서울특별시,노원구,0.52,6,24668,4315,4537
1082389,일반국도,중앙로,서울특별시,서초구,0.362,9,36549,8641,5803
1083891,일반국도,동일로,서울특별시,노원구,0.06,6,27230,5573,4872
1083892,일반국도,동일로,서울특별시,노원구,0.714,6,27927,4940,5649
1085210,일반국도,사직로,서울특별시,종로구,0.157,6,33121,4835,6365
1085396,일반국도,천호대로,서울특별시,강동구,0.743,5,35551,6131,6226
1085539,일반국도,종로,서울특별시,종로구,0.371,6,28738,4381,5621
1085540,일반국도,종로,서울특별시,종로구,0.371,6,23593,4421,4130
1088448,일반국도,천호대로,서울특별시,강동구,2.105,5,37994,6839,6798
1088868,일반국도,천호대로,서울특별시,강동구,0.621,5,36862,6362,7431
1088879,일반국도,아차산로,서울특별시,광진구,2.807,4,13533,1943,3310
1088883,일반국도,자양로,서울특별시,광진구,0.976,6,21244,3325,4385
1088884,일반국도,자양로,서울특별시,광진구,0.976,6,21763,4095,3838
1088912,일반국도,왕산로,서울특별시,동대문구,0.703,6,25439,4159,4291
1088915,일반국도,종로,서울특별시,종로구,0.614,6,25241,4463,4849
1088916,일반국도,종로,서울특별시,종로구,0.614,6,30894,4455,5639
1089195,일반국도,벌말로,서울특별시,강서구,1.928,4,24404,4365,4816
1089212,일반국도,경인로,서울특별시,구로구,0.385,6,31148,5651,5136
1089213,일반국도,경인로,서울특별시,구로구,0.385,6,33341,5248,6053
1089579,일반국도,망우로,서울특별시,중랑구,2.765,6,22047,4383,4040
1089589,일반국도,동일로,서울특별시,중랑구,0.23,6,22566,3497,4620
1089590,일반국도,동일로,서울특별시,중랑구,0.23,6,25127,4609,4539
1089595,일반국도,동일로,서울특별시,중랑구,0.506,6,24246,4067,4479
1089596,일반국도,동일로,서울특별시,중랑구,0.506,6,24859,5028,4278
1089614,일반국도,월드컵로,서울특별시,마포구,0.508,10,32595,5941,6099
1089615,일반국도,월드컵로,서울특별시,마포구,0.508,10,31471,5160,5625
1089624,일반국도,마포대로,서울특별시,마포구,1.675,4,39468,6933,6506
1090230,일반국도,경인로,서울특별시,구로구,0.247,6,26801,4605,4733
1090637,일반국도,동일로,서울특별시,중랑구,0.477,6,26067,4314,4954
1090638,일반국도,동일로,서울특별시,중랑구,0.477,6,26581,5040,4661
1090639,일반국도,동일로,서울특별시,중랑구,0.051,6,26744,3977,5439
1090640,일반국도,동일로,서울특별시,중랑구,0.051,6,23608,4845,3581
1090641,일반국도,동일로,서울특별시,중랑구,0.551,6,21118,3324,4709
1090642,일반국도,동일로,서울특별시,중랑구,0.551,6,24979,5026,4549
1090723,일반국도,경인로,서울특별시,구로구,0.247,6,27534,5325,4501
1090736,일반국도,경인로,서울특별시,구로구,0.574,4,34024,6682,5710
1091413,일반국도,서부간선도로,서울특별시,구로구,0.195,2,47806,6914,6548
1091444,일반국도,방화대로,서울특별시,강서구,0.279,6,23442,4531,4345
1091445,일반국도,방화대로,서울특별시,강서구,0.279,6,25405,4384,5765
1091558,일반국도,사직로,서울특별시,종로구,0.263,7,33385,5461,6210
1091629,일반국도,여의대로,서울특별시,영등포구,1.322,5,61273,11002,10699
1091630,일반국도,여의대로,서울특별시,마포구,1.334,5,52397,8796,9779
1091641,일반국도,연서로,서울특별시,은평구,0.634,6,24536,4287,4310
1092208,일반국도,양재대로,서울특별시,강남구,0.329,5,66022,11164,8876
1092219,일반국도,중앙로,서울특별시,서초구,0.157,3,22087,4241,4235
1092316,일반국도,경춘북로,서울특별시,중랑구,0.137,4,17922,3505,2503
1092317,일반국도,경춘북로,서울특별시,중랑구,0.137,4,22721,4173,4274
1092319,일반국도,용마산로,서울특별시,중랑구,0.764,7,28920,5224,4993
1093357,일반국도,용마산로,서울특별시,중랑구,0.764,7,30244,5503,5115
1093367,일반국도,연서로,서울특별시,은평구,0.634,6,25329,4212,4674
1093950,일반국도,사직로,서울특별시,종로구,0.064,6,30371,4946,5655
1093951,일반국도,사직로,서울특별시,종로구,0.263,7,30943,5225,5603
1093952,일반국도,사직로,서울특별시,종로구,0.064,6,30421,5159,5382
1094295,일반국도,오정로,서울특별시,강서구,0.999,4,15204,3004,3341
1094468,일반국도,종로,서울특별시,종로구,0.629,6,25960,3912,5082
1094469,일반국도,종로,서울특별시,종로구,0.629,6,24920,4590,4576
1094922,일반국도,성산로,서울특별시,마포구,0.749,6,35078,5518,6029
1094923,일반국도,성산로,서울특별시,마포구,0.749,6,33570,5233,5967
1095254,일반국도,천호대로,서울특별시,광진구,0.155,8,37105,6313,6658
1095255,일반국도,천호대로,서울특별시,광진구,0.155,8,43526,8196,7473
1095743,일반국도,천호대로,서울특별시,광진구,0.307,9,42835,6771,7983
1096651,일반국도,왕산로,서울특별시,동대문구,0.703,6,26157,4628,4605
1096891,일반국도,방화대로,서울특별시,강서구,0.015,8,20407,4635,3004
1096892,일반국도,방화대로,서울특별시,강서구,0.015,8,16138,2671,3985
1096895,일반국도,발산로,서울특별시,강서구,0.15,2,15798,3545,2700
4100884,일반국도,망우로,서울특별시,중랑구,0.268,7,27774,4761,4901
4100885,일반국도,망우로,서울특별시,중랑구,0.418,7,28152,4744,4911
4101444,일반국도,망우로,서울특별시,중랑구,0.418,7,30237,6014,5074
4101445,일반국도,망우로,서울특별시,중랑구,0.268,7,25573,4477,4391
5102064,일반국도,아차산로,서울특별시,광진구,0.126,6,28282,5784,4737
5102065,일반국도,아차산로,서울특별시,광진구,0.126,6,20997,3167,4628
5103181,일반국도,아차산로,서울특별시,광진구,0.181,8,24257,3385,5190
5103182,일반국도,아차산로,서울특별시,광진구,0.181,8,30513,5367,5524
5103439,일반국도,새문안로,서울특별시,중구,0.339,4,30016,5805,5168
7104882,일반국도,송파대로,서울특별시,송파구,0.04,5,48151,8628,7903
7106796,일반국도,양재대로,서울특별시,서초구,0.55,2,22462,5221,4062
7106954,일반국도,경수대로,서울특별시,금천구,1.053,5,41224,6773,7941
7106966,일반국도,-,서울특별시,금천구,0.451,4,28430,4917,4412
7106967,일반국도,-,서울특별시,금천구,0.451,4,34975,5743,5209
7107166,일반국도,경인로,서울특별시,구로구,0.616,8,35584,6386,5479
7107167,일반국도,경인로,서울특별시,구로구,0.616,8,31384,5044,5695
7107169,일반국도,경인로,서울특별시,구로구,0.016,4,24337,3976,3926
7107170,일반국도,경인로,서울특별시,구로구,0.016,4,31366,5764,5368
7107280,일반국도,송파대로,서울특별시,송파구,0.022,5,35953,6857,5475
7108077,일반국도,사직로,서울특별시,종로구,0.046,2,20804,4000,2997
7108078,일반국도,사직로,서울특별시,종로구,0.321,2,17258,3021,2875
8101623,일반국도,동일로,서울특별시,노원구,0.068,6,31078,6680,5612
8102530,일반국도,서부간선도로,서울특별시,구로구,0.412,2,50582,6787,6602
8102532,일반국도,서부간선도로,서울특별시,양천구,0.426,2,54575,7679,6865
8102683,일반국도,성산로,서울특별시,마포구,0.084,2,23500,3928,3701
8102684,일반국도,성산로,서울특별시,마포구,0.447,1,11668,1763,1672
8102685,일반국도,성산로,서울특별시,마포구,0.493,3,62338,10075,9757
8102686,일반국도,농수산시장로,서울특별시,마포구,0.222,1,5745,549,1195
8102687,일반국도,성산로,서울특별시,마포구,0.321,3,36695,6114,6227
8102688,일반국도,성산로,서울특별시,마포구,0.084,3,58326,9873,8803
8102689,일반국도,성산로,서울특별시,마포구,0.163,6,35687,5236,6164
8102690,일반국도,성산로,서울특별시,마포구,0.163,6,57513,9679,8601
8102693,일반국도,마포대로,서울특별시,마포구,0.113,5,41448,8154,7472
8102824,일반국도,왕산로,서울특별시,동대문구,0.616,6,29967,4770,5593
8102825,일반국도,왕산로,서울특별시,동대문구,0.616,6,25027,4678,4630
8102828,일반국도,왕산로,서울특별시,동대문구,0.47,6,25055,4166,5364
8102829,일반국도,왕산로,서울특별시,동대문구,0.47,6,25230,4719,5067
8102847,일반국도,양재대로,서울특별시,강남구,0.298,1,18215,3235,2663
8102853,일반국도,양재대로,서울특별시,강남구,0.905,2,44563,7005,6597
8104174,일반국도,동일로,서울특별시,노원구,0.378,2,26555,5350,4861
8104175,일반국도,동일로,서울특별시,노원구,0.068,6,44683,7315,9947
8119510,일반국도,영동대로,서울특별시,강남구,0.282,4,36171,5849,6570
8189700,일반국도,양재대로,서울특별시,서초구,0.157,5,64614,9632,11424
8190000,일반국도,양재대로,서울특별시,서초구,0.106,5,42791,7405,7574
8190300,일반국도,양재대로,서울특별시,서초구,0.18,3,25294,4238,4475
8192500,일반국도,양재대로,서울특별시,서초구,0.199,4,45301,9632,7385
8192600,일반국도,양재대로,서울특별시,서초구,0.264,4,42532,6350,7023
8231410,일반국도,영동대로,서울특별시,강남구,0.51,4,37056,5862,7094
8271600,일반국도,사직로,서울특별시,종로구,0.251,2,18426,3449,2921
8570445,일반국도,양재대로,서울특별시,서초구,0.027,4,27179,5205,4880
8570452,일반국도,양재대로,서울특별시,서초구,0.159,3,26537,4305,4710
8570453,일반국도,양재대로,서울특별시,서초구,0.113,6,34693,5444,7132
8570454,일반국도,양재대로,서울특별시,서초구,0.123,5,40379,6869,6797
8570455,일반국도,양재대로,서울특별시,서초구,0.025,4,21707,4312,3035
8571941,일반국도,천호대로,서울특별시,광진구,1.32,10,38708,6901,6910
8571942,일반국도,천호대로,서울특별시,광진구,1.32,10,35925,6891,5869
8583500,일반국도,조정대로,서울특별시,강동구,0.193,4,35634,6769,5650
8599900,일반국도,-,서울특별시,금천구,0.225,1,18040,3980,3156
8624600,일반국도,서부간선도로,서울특별시,영등포구,0.09,2,52542,8103,5815
8624900,일반국도,서부간선도로,서울특별시,영등포구,0.434,2,44219,6498,5999
8891158,일반국도,노들로,서울특별시,영등포구,0.228,2,21745,3983,3592
8891162,일반국도,경인로,서울특별시,구로구,0.681,4,33184,5805,5624
8893002,일반국도,동일로,서울특별시,중랑구,1.029,6,24835,4711,4254
8893004,일반국도,동일로,서울특별시,중랑구,1.029,6,23744,4172,4346
8893148,일반국도,벌말로,서울특별시,강서구,3.472,4,23010,4465,4025
8893436,일반국도,중앙로,서울특별시,서초구,1.341,8,26309,3965,6002
8893973,일반국도,경인로,서울특별시,구로구,0.473,6,28789,5323,5324
8893998,일반국도,경인로,서울특별시,구로구,0.473,6,28970,5292,5022
8894070,일반국도,연서로,서울특별시,은평구,0.966,6,25060,4631,4400
8894071,일반국도,연서로,서울특별시,은평구,0.966,6,24864,4545,4119
8895870,일반국도,안양천로,서울특별시,금천구,0.143,1,8278,1215,1468
8895948,일반국도,서부간선도로,서울특별시,금천구,0.572,2,51548,6290,6279
8895951,일반국도,양재대로,서울특별시,서초구,0.171,4,30853,5544,5639
8895952,일반국도,양재대로,서울특별시,서초구,0.158,4,32489,5364,5960
8897037,일반국도,공항대로,서울특별시,강서구,1.008,4,36817,6493,6555
8897122,일반국도,성산로,서울특별시,마포구,0.941,4,29580,5090,5440
8897123,일반국도,성산로,서울특별시,서대문구,0.941,4,30009,4668,5430
8897125,일반국도,노들로,서울특별시,영등포구,0.151,4,48408,10604,7300
8897134,일반국도,노들로,서울특별시,영등포구,0.025,3,42806,9911,5784
8897135,일반국도,노들로,서울특별시,영등포구,0.149,4,51939,11067,7527
8897139,일반국도,노들로,서울특별시,영등포구,0.099,1,9401,1796,1782
8898320,일반국도,금하로,서울특별시,금천구,0.685,6,24475,4210,4625
8898321,일반국도,금하로,서울특별시,금천구,0.685,6,24470,4278,4641
8898745,일반국도,성산로,서울특별시,영등포구,0.099,1,15156,2987,2297
8899180,일반국도,안양천로,서울특별시,금천구,0.218,3,33156,6589,5556
8899359,일반국도,양재대로,서울특별시,서초구,0.036,4,59600,9740,8043
8899360,일반국도,양재대로,서울특별시,서초구,0.051,4,67483,12128,9768
8899364,일반국도,성산로,서울특별시,마포구,0.062,6,64519,10978,9449
8899365,일반국도,성산로,서울특별시,마포구,0.062,6,64648,11575,9845
8899366,일반국도,성산로,서울특별시,마포구,0.117,6,55648,9231,7557
8899367,일반국도,성산로,서울특별시,마포구,0.117,6,57404,10225,9095
8899389,일반국도,양재대로,서울특별시,서초구,0.463,4,63109,9134,12336
8899390,일반국도,양재대로,서울특별시,서초구,0.394,3,27374,4872,4741
8899402,일반국도,성산로,서울특별시,영등포구,0.258,1,22885,3800,3834
8899410,일반국도,성산로,서울특별시,영등포구,0.024,5,62723,11060,7345
8899411,일반국도,성산로,서울특별시,영등포구,0.024,5,64232,12045,8704
8899412,일반국도,성산로,서울특별시,마포구,1.072,6,75827,12324,10919
8899413,일반국도,성산로,서울특별시,마포구,1.072,6,76322,12898,12100
8899760,일반국도,양재대로,서울특별시,서초구,0.129,4,45147,7646,7079
8900895,일반국도,성산로,서울특별시,영등포구,0.237,1,26902,5544,3707
8901129,일반국도,서부간선도로,서울특별시,영등포구,0.139,4,102190,18945,15652
8901805,일반국도,영동대로,서울특별시,강남구,0.016,4,27793,5025,5066
8901807,일반국도,영동대로,서울특별시,강남구,0.017,5,31307,5253,6367
8901927,일반국도,영동대로,서울특별시,강남구,0.019,5,31170,5781,5738
8901945,일반국도,영동대로,서울특별시,강남구,0.588,7,42703,7578,7168
8901946,일반국도,영동대로,서울특별시,강남구,0.705,7,36513,5928,6806
8901948,일반국도,영동대로,서울특별시,강남구,0.214,6,37162,5251,6828
8901952,일반국도,영동대로,서울특별시,강남구,0.643,5,38199,6186,7006
8901959,일반국도,영동대로,서울특별시,강남구,0.536,5,47357,7070,9492
8901967,일반국도,영동대로,서울특별시,강남구,0.148,4,37809,6784,6876
8901968,일반국도,영동대로,서울특별시,강남구,0.943,5,38339,6301,6495
8902018,일반국도,영동대로,서울특별시,강남구,0.609,4,33827,5762,6492
8902025,일반국도,양재대로,서울특별시,서초구,0.159,5,63246,11670,9560
8902026,일반국도,양재대로,서울특별시,서초구,0.904,2,40513,6979,6149
8902030,일반국도,양재대로,서울특별시,강남구,0.329,4,67021,10589,11712
8902032,일반국도,양재대로,서울특별시,강남구,0.023,4,44255,8922,7685
8902033,일반국도,양재대로,서울특별시,강남구,0.02,2,15368,3046,2664
8902034,일반국도,양재대로,서울특별시,강남구,0.023,4,55997,9205,8126
8902035,일반국도,양재대로,서울특별시,강남구,0.627,4,64543,10673,10830
8902036,일반국도,양재대로,서울특별시,강남구,1.583,4,62763,10193,10989
8902037,일반국도,양재대로,서울특별시,강남구,0.319,4,60055,9369,8491
8902038,일반국도,양재대로,서울특별시,강남구,0.611,4,64852,10528,10547
8902039,일반국도,영동대로,서울특별시,강남구,0.61,4,34032,5645,6421
8902074,일반국도,양재대로,서울특별시,서초구,0.395,3,23392,4579,4089
8902075,일반국도,양재대로,서울특별시,서초구,2.149,2,45032,8472,6839
8902076,일반국도,양재대로,서울특별시,서초구,2.099,2,37702,5555,6864
8902077,일반국도,양재대로,서울특별시,서초구,0.034,4,43494,8225,7641
8902247,일반국도,송파대로,서울특별시,송파구,0.64,4,39809,7100,6934
8902248,일반국도,송파대로,서울특별시,송파구,0.587,5,37169,6306,6974
8902249,일반국도,송파대로,서울특별시,송파구,0.051,5,47091,7756,8255
8902250,일반국도,송파대로,서울특별시,송파구,0.342,5,57752,8006,9951
8902251,일반국도,송파대로,서울특별시,송파구,0.34,5,47215,6991,7616
8902252,일반국도,송파대로,서울특별시,송파구,0.018,6,33602,6399,6061
8902254,일반국도,송파대로,서울특별시,송파구,0.019,5,32440,5548,5859
8902349,일반국도,천호대로,서울특별시,강동구,0.197,6,25820,4121,4736
8902350,일반국도,천호대로,서울특별시,강동구,0.197,6,31886,5111,5067
8902353,일반국도,천호대로,서울특별시,강동구,0.203,8,37251,6258,6305
8902354,일반국도,천호대로,서울특별시,강동구,0.203,8,36213,6270,6216
8902355,일반국도,천호대로,서울특별시,강동구,0.078,9,35788,6295,6362
8902356,일반국도,천호대로,서울특별시,강동구,0.078,9,33752,6353,5839
8902357,일반국도,천호대로,서울특별시,강동구,0.214,4,36047,6044,5936
8902358,일반국도,천호대로,서울특별시,강동구,0.958,5,34425,5804,6048
8902370,일반국도,천호대로,서울특별시,강동구,0.394,5,34060,6401,5867
8902372,일반국도,천호대로,서울특별시,강동구,0.017,5,31212,5816,5786
8902374,일반국도,천호대로,서울특별시,강동구,0.016,5,30145,5788,5651
8902379,일반국도,천호대로,서울특별시,강동구,0.623,5,30981,6147,5872
8902382,일반국도,천호대로,서울특별시,강동구,0.714,5,34389,5751,6639
8902394,일반국도,천호대로,서울특별시,강동구,2.101,5,38662,6812,7338
8902406,일반국도,조정대로,서울특별시,강동구,0.049,3,30172,5488,5914
8902407,일반국도,조정대로,서울특별시,강동구,0.188,3,19908,3047,3907
8902412,일반국도,천호대로,서울특별시,강동구,0.367,3,34168,4793,6952
8902413,일반국도,천호대로,서울특별시,강동구,0.634,7,41257,7561,7941
8902416,일반국도,조정대로,서울특별시,강동구,0.03,3,20358,4315,4321
8902532,일반국도,송파대로,서울특별시,송파구,0.014,5,32324,5297,6017
8902534,일반국도,송파대로,서울특별시,송파구,0.018,5,34576,5901,6106
8902538,일반국도,송파대로,서울특별시,송파구,0.411,5,41146,6372,7280
8902546,일반국도,송파대로,서울특별시,송파구,0.31,5,38925,6367,6561
8902547,일반국도,송파대로,서울특별시,송파구,0.317,5,37084,6259,7787
8902550,일반국도,송파대로,서울특별시,송파구,0.484,5,40809,6922,7138
8902553,일반국도,송파대로,서울특별시,송파구,0.411,5,40977,7173,7469
8902560,일반국도,송파대로,서울특별시,송파구,0.55,3,36064,6692,7227
8902561,일반국도,송파대로,서울특별시,송파구,0.549,3,33461,4948,8103
8902566,일반국도,송파대로,서울특별시,송파구,0.317,5,39744,6421,6845
8902567,일반국도,송파대로,서울특별시,송파구,0.324,5,37083,5965,6253
8902574,일반국도,송파대로,서울특별시,송파구,0.444,5,43552,6813,7740
8902575,일반국도,송파대로,서울특별시,송파구,0.449,5,39531,6620,7454
8902578,일반국도,송파대로,서울특별시,송파구,0.479,5,39603,6150,7134
8902579,일반국도,송파대로,서울특별시,송파구,0.482,5,38876,7148,7491
8902590,일반국도,송파대로,서울특별시,송파구,0.013,5,32439,5260,5543
8902593,일반국도,송파대로,서울특별시,송파구,0.014,5,32566,6017,5550
8902595,일반국도,송파대로,서울특별시,송파구,0.329,5,35646,5305,5787
8902596,일반국도,송파대로,서울특별시,송파구,0.323,5,34778,5883,6144
8902601,일반국도,송파대로,서울특별시,송파구,0.26,6,45379,8826,8536
8902602,일반국도,송파대로,서울특별시,송파구,0.262,5,40570,6192,7074
8902660,일반국도,공항대로,서울특별시,강서구,0.276,4,28848,5348,4668
8902661,일반국도,공항대로,서울특별시,강서구,0.92,4,27198,4445,4814
8902662,일반국도,공항대로,서울특별시,강서구,0.65,4,28249,5181,4801
8902667,일반국도,공항대로,서울특별시,강서구,0.014,4,23578,4502,4213
8902668,일반국도,공항대로,서울특별시,강서구,0.725,4,28640,4680,5267
8902669,일반국도,공항대로,서울특별시,강서구,0.023,8,23347,4784,3741
8902670,일반국도,공항대로,서울특별시,강서구,0.733,4,32763,5628,6115
8902687,일반국도,공항대로,서울특별시,강서구,0.128,5,33391,6091,6162
8902696,일반국도,공항대로,서울특별시,강서구,0.076,4,29266,5854,5077
8902697,일반국도,공항대로,서울특별시,강서구,0.043,4,40065,6737,5510
8902698,일반국도,공항대로,서울특별시,강서구,0.058,4,33931,6007,6284
8902699,일반국도,공항대로,서울특별시,강서구,0.063,4,32865,5536,6188
8902706,일반국도,공항대로,서울특별시,강서구,1.177,4,31757,5752,5378
8902712,일반국도,공항대로,서울특별시,강서구,1.035,4,40490,7483,6821
8902715,일반국도,공항대로,서울특별시,강서구,0.87,4,39158,7638,6105
8902716,일반국도,공항대로,서울특별시,강서구,0.128,4,40085,9165,5627
8902718,일반국도,공항대로,서울특별시,강서구,0.119,4,37133,5820,6822
8902719,일반국도,공항대로,서울특별시,강서구,1.387,4,35856,5939,6644
8902726,일반국도,증산로,서울특별시,마포구,0.73,3,33837,5439,5118
8902727,일반국도,증산로,서울특별시,마포구,0.722,3,36782,6551,6108
8902730,일반국도,월드컵로,서울특별시,마포구,0.035,10,31954,5985,5686
8902731,일반국도,월드컵로,서울특별시,마포구,0.035,10,30086,5669,6014
8902748,일반국도,성산로,서울특별시,마포구,0.053,6,69496,11592,9867
8902749,일반국도,성산로,서울특별시,마포구,0.053,6,69078,12165,9560
8902750,일반국도,성산로,서울특별시,마포구,0.124,6,68760,11686,9690
8902751,일반국도,성산로,서울특별시,마포구,0.124,6,60446,10678,9400
8902757,일반국도,선유로,서울특별시,영등포구,0.988,4,63220,10760,10862
8902761,일반국도,양화로,서울특별시,마포구,0.307,3,32400,5734,5993
8902762,일반국도,양화로,서울특별시,마포구,0.257,3,26852,3944,5431
8902763,일반국도,선유로,서울특별시,마포구,0.155,3,45779,6440,7331
8902767,일반국도,선유로,서울특별시,마포구,0.999,3,58959,8986,9913
8902769,일반국도,양화로,서울특별시,마포구,0.181,5,48667,5821,8707
8902776,일반국도,신촌로,서울특별시,서대문구,0.013,4,26366,5723,4176
8902777,일반국도,신촌로,서울특별시,서대문구,0.502,4,33470,4883,6014
8902779,일반국도,신촌로,서울특별시,서대문구,0.478,4,31210,5183,5585
8902782,일반국도,양화로,서울특별시,서대문구,0.623,4,32568,5139,5836
8902787,일반국도,양화로,서울특별시,마포구,0.976,4,36003,5460,6239
8902814,일반국도,신촌로,서울특별시,서대문구,0.326,5,44064,6090,8354
8902816,일반국도,신촌로,서울특별시,마포구,0.02,5,32726,5804,5873
8902817,일반국도,신촌로,서울특별시,마포구,0.026,4,29631,5645,5496
8902818,일반국도,신촌로,서울특별시,마포구,0.018,4,11013,1697,2024
8902819,일반국도,신촌로,서울특별시,마포구,1.196,4,30008,4595,5663
8902823,일반국도,마포대로,서울특별시,마포구,0.313,4,37635,7516,6011
8902824,일반국도,마포대로,서울특별시,마포구,0.255,5,37504,6482,7421
8902829,일반국도,마포대로,서울특별시,마포구,0.244,5,59226,8445,9759
8902835,일반국도,마포대로,서울특별시,마포구,0.283,5,56883,7826,9423
8902838,일반국도,마포대로,서울특별시,마포구,0.066,5,59187,7434,10551
8902840,일반국도,마포대로,서울특별시,마포구,0.178,5,50764,7259,8574
8902847,일반국도,마포대로,서울특별시,마포구,1.657,4,37243,5973,6224
8902936,일반국도,종로,서울특별시,종로구,0.014,4,28057,5465,5109
8902938,일반국도,종로,서울특별시,종로구,0.015,3,25470,4022,4464
8902939,일반국도,종로,서울특별시,종로구,0.094,3,23638,4208,4153
8902940,일반국도,종로,서울특별시,종로구,0.093,3,31861,5365,6247
8902941,일반국도,종로,서울특별시,종로구,0.317,6,25791,4468,4561
8902942,일반국도,종로,서울특별시,종로구,0.317,6,31526,5233,5699
8902947,일반국도,종로,서울특별시,종로구,0.314,4,33462,5911,6455
8902955,일반국도,종로,서울특별시,종로구,0.186,4,33969,6138,6359
8902957,일반국도,새문안로,서울특별시,종로구,0.012,4,29396,4911,6091
8902959,일반국도,새문안로,서울특별시,종로구,0.013,3,25217,4904,4627
8902961,일반국도,충정로,서울특별시,서대문구,0.817,4,29507,5578,5092
8902962,일반국도,충정로,서울특별시,서대문구,0.023,4,24212,4500,4896
8902964,일반국도,충정로,서울특별시,종로구,0.023,4,24175,4112,3675
8902966,일반국도,충정로,서울특별시,서대문구,0.821,4,30006,5100,5237
8902987,일반국도,새문안로,서울특별시,종로구,0.325,4,33606,5806,6181
8902993,일반국도,새문안로,서울특별시,종로구,0.791,4,31879,5189,5853
8902995,일반국도,세종대로,서울특별시,종로구,0.285,4,35746,5984,7890
8902996,일반국도,세종대로,서울특별시,종로구,0.546,3,27053,5205,4915
8902997,일반국도,사직로,서울특별시,종로구,0.26,8,39806,7880,7073
8902998,일반국도,사직로,서울특별시,종로구,0.26,8,39964,6117,7831
8902999,일반국도,사직로,서울특별시,종로구,0.02,8,30797,6059,4793
8903000,일반국도,사직로,서울특별시,종로구,0.02,8,36482,5641,7395
8903016,일반국도,개화동로,서울특별시,강서구,1.087,5,40481,7464,7221
8903018,일반국도,김포대로,서울특별시,강서구,0.027,2,14216,3959,2948
8903120,일반국도,개화동로,서울특별시,강서구,0.18,2,19331,3011,3419
8903121,일반국도,하늘길,서울특별시,강서구,0.17,4,25660,4813,4717
8903125,일반국도,개화동로,서울특별시,강서구,0.28,5,50472,9208,9639
8903130,일반국도,개화동로,서울특별시,강서구,0.499,2,36237,6463,5932
8903131,일반국도,개화동로,서울특별시,강서구,0.136,4,51837,9962,9009
8903132,일반국도,개화동로,서울특별시,강서구,0.292,4,48348,8382,8446
8903133,일반국도,개화동로,서울특별시,강서구,0.156,5,47965,9229,8521
8903136,일반국도,인천국제공항고속도로,서울특별시,강서구,0.019,5,12505,2500,2370
8903137,일반국도,인천국제공항고속도로,서울특별시,강서구,0.019,5,15444,3634,2879
8903138,일반국도,개화동로,서울특별시,강서구,0.494,5,46482,9037,8346
8903139,일반국도,개화동로,서울특별시,강서구,1.062,5,54736,8928,10032
8903140,일반국도,개화동로,서울특별시,강서구,0.543,5,63563,11909,10804
8903141,일반국도,경인로,서울특별시,구로구,0.293,6,29640,5155,5593
8903142,일반국도,경인로,서울특별시,구로구,0.293,6,30046,5504,5146
8903143,일반국도,경인로,서울특별시,구로구,0.136,3,24598,4166,4337
8903144,일반국도,경인로,서울특별시,구로구,0.138,3,26847,4705,4791
8903151,일반국도,경인로,서울특별시,구로구,0.573,4,33657,6320,5417
8903170,일반국도,경인로,서울특별시,영등포구,0.684,4,30848,5399,5300
8903172,일반국도,경인로,서울특별시,영등포구,0.912,3,31518,5323,5667
8903174,일반국도,경인로,서울특별시,영등포구,0.345,4,34707,5898,6447
8903179,일반국도,경인로,서울특별시,영등포구,0.479,2,35573,5796,6557
8903181,일반국도,경인로,서울특별시,영등포구,0.033,6,41078,6065,8094
8903184,일반국도,경인로,서울특별시,영등포구,0.264,5,45773,8974,7244
8903185,일반국도,경인로,서울특별시,영등포구,0.265,6,47484,6623,9057
8903241,일반국도,여의대로,서울특별시,영등포구,0.455,3,29909,5654,5067
8903242,일반국도,여의대로,서울특별시,영등포구,0.454,6,36902,5212,7159
8903246,일반국도,여의대로,서울특별시,영등포구,0.035,5,40262,8568,6457
8903247,일반국도,여의대로,서울특별시,영등포구,0.03,5,45011,6068,9902
8903252,일반국도,여의대로,서울특별시,영등포구,0.385,7,43478,6437,8724
8903255,일반국도,여의대로,서울특별시,영등포구,0.476,7,42580,5955,9450
8903278,일반국도,선유로,서울특별시,영등포구,0.181,1,13574,2079,2342
8903279,일반국도,노들로,서울특별시,영등포구,0.265,2,20875,3843,3940
8903280,일반국도,선유로,서울특별시,영등포구,0.092,1,23417,3857,4409
8903291,일반국도,노들로,서울특별시,영등포구,0.288,4,58355,11889,8434
8903292,일반국도,노들로,서울특별시,영등포구,0.153,4,70886,13541,10735
8903293,일반국도,노들로,서울특별시,영등포구,0.162,4,50354,8458,9792
8903294,일반국도,노들로,서울특별시,영등포구,0.269,3,41186,6647,9526
8903295,일반국도,노들로,서울특별시,영등포구,0.051,4,70313,11769,12024
8903296,일반국도,노들로,서울특별시,영등포구,0.454,3,45269,7140,9149
8903298,일반국도,노들로,서울특별시,영등포구,0.056,3,42115,10458,5408
8903299,일반국도,성산로,서울특별시,영등포구,0.034,7,67761,11562,8899
8903300,일반국도,성산로,서울특별시,영등포구,0.034,7,105949,19419,15793
8903301,일반국도,서부간선도로,서울특별시,영등포구,0.137,4,75174,13296,10249
8903302,일반국도,성산로,서울특별시,영등포구,0.156,5,46081,7499,5867
8903303,일반국도,성산로,서울특별시,영등포구,0.156,5,65314,11357,9656
8903304,일반국도,성산로,서울특별시,영등포구,0.264,6,69347,12232,9458
