name,lat,lng
이수브라운스톤돈암,37.5980217244898,127.017576773103
돈암코오롱하늘채,37.5992700563333,127.012569607103
우정에쉐르,37.6000207685188,127.010672609588
보문리슈빌하우트,37.5872459099988,127.019555501687
돈암동더샵아파트,37.5976209472385,127.010006432046
한진(609-1),37.5941783218836,127.010321322145
리베르떼-빌(LibertVille),37.5652632061387,126.933694012596
풍림2,37.593375689781,126.943080365457
동일,37.598485623693,126.946663076078
태영으뜸(데시앙),37.5936456239833,126.946741942579
선명(102동),37.5740304448768,126.927877760379
파크힐,37.5859008575703,126.941564501583
인왕산한신휴플러스,37.585252170243,126.947368473304
화신,37.5646789269389,126.955646756317
홍은미성,37.5937393243817,126.935370168852
우민A,37.5644699830209,126.957101899058
북한산더샵,37.5934132582275,126.941598938105
연희파크푸르지오,37.575684003261,126.928558106259
홍제삼성래미안,37.5783538682014,126.95129779809
홍은동풍림아이원,37.6036449199212,126.948383228249
현대(1 * 2차),37.5902548794754,126.938328720978
제니스,37.5871571884924,126.947885232849
충정솔레디움(102동),37.5618898762971,126.96095782878
홍제비콘드림힐,37.5905965361709,126.949308809924
홍제센트럴IPARK,37.5845073711947,126.945497402073
유원하나,37.5951296272667,126.952165445079
홍제한양,37.5833210740055,126.946971087746
고은,37.5857116829706,126.94481754879
인왕산벽산,37.5923849024246,126.948447054576
독립문삼호,37.5703103898017,126.958794223203
충우,37.5727436535258,126.928040650204
도화동현대,37.5394262391027,126.953860158167
대원칸타빌,37.5480841409706,126.93365853591
신공덕래미안3차,37.5455442470644,126.956827021445
도화현대,37.5402564246835,126.953870961641
밤섬힐스테이트,37.542653348074,126.93266589588
마포경남아너스빌,37.5491224507214,126.934301404394
대림2차,37.5409548676192,126.940721655411
마포자이2차,37.5491008877606,126.941802482192
서교푸르지오,37.5537936941359,126.923694441522
공덕현대,37.5482849729045,126.950136970049
마포트라팰리스,37.5414404376234,126.9472231078
서강예가,37.5483625364439,126.929439473336
창전동현대홈타운,37.5510214470245,126.931850132328
래미안공덕5차,37.5506244659664,126.952220382962
한화꿈에그린,37.5471055264549,126.955448049561
