LINK_ID,lat,lng,전일
1014302,37.528093462218855,126.84855776462246,12702
1014303,37.52820591861609,126.84899460395326,14848
1014370,37.52810324219721,126.84863896238346,37474
1014371,37.52802962278625,126.84860889835645,12482
1014372,37.52811638146022,126.84901790340552,10059
1014373,37.52815757359862,126.8489492787102,33302
1014374,37.56867894200919,126.8042660775394,19644
1014383,37.56755091360492,126.85975613792826,59936
1014384,37.5735050207934,126.86402957853188,53096
1014386,37.56759674425928,126.85965863667992,25485
1014387,37.56167722970473,126.8556002032003,29837
1014390,37.57345888016235,126.86412685479178,28464
1014391,37.5767349578332,126.86685415675106,24791
1014395,37.57667211364236,126.8669351607928,35551
1014396,37.57691712928551,126.8670989165446,25964
1014422,37.52785031247659,126.84999448732192,26903
1014453,37.52776446830145,126.84903361407866,14778
1014454,37.52771850915123,126.84898704279048,29022
1014455,37.527343804952125,126.84894198620574,11862
1014456,37.5282366708414,126.8494277795616,33801
1014457,37.52821386989748,126.84938942848198,3583
1014458,37.52780828590888,126.84961599669684,28942
1014459,37.5582426950249,126.80502778776147,18660
1014460,37.506404820522384,126.8290792820476,18661
1014461,37.49059880434153,126.83342643743109,21511
1014468,37.554024764495,126.81364821474637,23110
1014469,37.55159962244533,126.81660526456254,21488
1014470,37.54613550065148,126.8214598083586,22986
1014471,37.50367068748328,126.87051183299452,28226
1014472,37.50671626010429,126.87140163356106,28418
1014475,37.54859055472826,126.81980303528285,20937
1014476,37.54856735856775,126.81986953746016,14405
1014477,37.54872333698624,126.82013739449532,19316
1014484,37.56180711321214,126.801317389386,7456
1014485,37.50607094784781,126.84447586787712,35297
1014486,37.51593913932819,126.83987208323084,9874
1014487,37.5090951028552,126.84279532934148,27505
1014488,37.509270465761794,126.84307739920126,27453
1014489,37.50912292966241,126.84272291134675,34099
1014491,37.52826796343621,126.8496897399392,6897
1014492,37.52826761382188,126.84967578647154,35611
1014500,37.55403271903112,126.81363992236976,22009
1014501,37.54870096680519,126.82020336710224,22902
1014503,37.50605577430774,126.84447970317088,17292
1014505,37.56630508108505,126.80277704170167,11585
1014506,37.50767677176935,126.87184425538776,11374
1014507,37.51144469112442,126.87385388977413,8657
1014511,37.56553701729671,126.80547044736034,3323
1014513,37.563920667886734,126.80004321341478,6660
1014514,37.56389244694101,126.80002201254035,4149
1014516,37.57327212339044,126.80179067435756,24329
1014518,37.57665927904385,126.80118346073012,19423
1014519,37.57264384220845,126.80350090219056,13116
1014520,37.57288377258561,126.80252580843636,14853
1014574,37.592595785820535,126.80047106904946,24699
1014793,37.59105318627026,126.8030211284958,39594
1014920,37.58949047060848,126.80137574949433,25750
1015091,37.59397518078201,126.79877656426764,14691
1015100,37.59141656897437,126.80384712038077,33753
1016585,37.50164917817897,126.87799740001871,22534
1016586,37.50435141713538,126.88161527624106,23707
1016587,37.482984182938914,126.87421791745848,47008
1016588,37.483083248772914,126.87451516311764,44027
1016591,37.49965484263719,126.9054392205788,13284
1016592,37.49943911810967,126.90854973558292,14413
1016593,37.49974432090626,126.90545230591349,15515
1016594,37.50293475600864,126.90045023938546,16721
1016595,37.5001826094036,126.90579068388544,13558
1016596,37.50020570671364,126.90892393185968,11651
1016597,37.50024836993043,126.90574570412264,15814
1016598,37.49967808414681,126.90549746778136,18185
1016603,37.49655131334799,126.88250423296438,12898
1016604,37.49531404101606,126.88889710829564,15683
1016605,37.500582413211966,126.88253838828564,18601
1016606,37.49525310697314,126.88888025918762,25290
1016607,37.497526304623534,126.8930324451706,19938
1016608,37.49532787399628,126.8888170822871,20057
1016609,37.49307602440221,126.88344722814529,22985
1016610,37.49746306318109,126.89301855634992,24190
1016611,37.49745155126888,126.893095635727,25903
1016612,37.497979911430086,126.89390017766698,22134
1016613,37.500005905177645,126.89771203049992,19372
1016614,37.497904622720704,126.89396237410266,20175
1016615,37.499941358018354,126.89779035470688,20300
1016616,37.50299629857714,126.90044542204902,20300
1016617,37.49995689262672,126.8976938120177,23172
1016618,37.494916911641184,126.89998615275182,22511
1016619,37.48614461446712,126.90027067677444,31400
1016620,37.49737621812434,126.894041586863,23456
1016621,37.49740915705439,126.89401864901389,2602
1016622,37.48561673647116,126.9001391727816,35188
1016623,37.4856335025758,126.9001178738644,8055
1016624,37.48407501604687,126.90228971338318,4013
1016625,37.48478729801659,126.90146847740534,10994
1016627,37.48256447809669,126.90148439207027,32224
1016628,37.4837844260916,126.90250090963656,36324
1016630,37.4844820288259,126.90302996997464,13829
1016631,37.489512767909154,126.9183807637111,13790
1016632,37.4845027822645,126.9030795472618,36221
1016637,37.47982190841916,126.89944285164984,31572
1016639,37.48733905051651,126.89746034659326,21602
1016640,37.48538829320896,126.90335334650082,5833
1016641,37.48515579849588,126.90593010086806,31291
1016642,37.485154564075565,126.90594691300564,4715
1016643,37.48618272221599,126.8797824446701,32226
1016644,37.48630175076232,126.87931835892432,29377
1016645,37.48610239016054,126.8797319808422,34554
1016646,37.48179477584935,126.88668635888072,34925
1016647,37.486380519725145,126.87937315944112,37172
1016648,37.48684005909186,126.87830211992404,24988
1016649,37.48691112727908,126.87837168398347,33400
1016650,37.48782238657788,126.87721175611736,25264
1016651,37.48688877207527,126.87839070065247,11437
1016652,37.48786590995739,126.87731008891735,11398
1016653,37.48787484307328,126.87730373358576,35837
1016654,37.48843197445505,126.87665407717571,25267
1016657,37.48574354083591,126.87703884546228,8762
1016658,37.48582671060987,126.8769956470924,25166
1016660,37.48574726711156,126.87704882645502,23733
1016661,37.48634207444394,126.8780796097926,27222
1016662,37.486453070174605,126.87825731323088,23001
1016663,37.486268248687125,126.87814420757464,29173
1016664,37.486379477715445,126.8783223788075,30706
1016665,37.486486061071865,126.87832221691792,23468
1016666,37.48843836291767,126.87710000404157,2320
1016667,37.48839371692022,126.87740703324768,5376
1016668,37.48722263829726,126.87844068213874,11202
1016672,37.487160219489326,126.87836002550485,12885
1016673,37.48676854806267,126.8778070777412,4567
1016674,37.4872886048833,126.87956993891476,7872
1016675,37.4872747750902,126.87954269629977,13966
1016676,37.486452808558106,126.87848775736418,15858
1016677,37.49938718845973,126.9086298049846,21415
1016678,37.50019430695227,126.90888556448536,17061
1016679,37.499410124028536,126.90852040008971,17788
1016680,37.50013891072409,126.90897272697455,17260
1016681,37.51010659709057,126.9105073698546,17227
1016683,37.4971823486119,126.91758519050984,3628
1016684,37.49717045103301,126.91755935719922,32786
1016685,37.490018306381366,126.92256567122364,27962
1016686,37.49010627917641,126.92258184058764,27475
1016687,37.48982115375342,126.91717953991004,28233
1016688,37.489909888420506,126.91715982261408,34613
1016693,37.47899191186757,126.89966141071386,25277
1016695,37.478991683874455,126.89963726323715,8566
1016699,37.47761325098521,126.89902382961502,31892
1016706,37.47759088951511,126.89901377206245,9583
1016707,37.4665089765108,126.89794425845352,34497
1016712,37.47672904630943,126.93668232874374,14655
1016713,37.47714211026896,126.93730233575327,11806
1016714,37.481235090981954,126.95269279681528,35891
1016715,37.47870620993424,126.95235727713508,27545
1016719,37.480214601247376,126.95588230444706,22449
1016721,37.48132928825848,126.95284823887972,44234
1016726,37.47679388261402,126.97867301254124,38800
1016727,37.481966343753605,126.95326878322184,17925
1016728,37.481442594731554,126.99763185509524,17165
1016729,37.48278397580022,127.00449081176654,18915
1016730,37.481467090698125,126.99756598124534,20703
1016731,37.4752210521886,127.0018371426505,18160
1016734,37.499710778341935,126.98479651970544,24717
1016735,37.49971388155377,126.98488548238328,14207
1016736,37.499905932674565,126.98491881198387,18483
1016737,37.501261270209525,126.98672609022272,13200
1016738,37.50462362694319,126.98556158646694,10765
1016739,37.501923329041226,126.98179133116668,29932
1016740,37.50226837581573,126.97942567473436,45961
1016741,37.501826056327765,126.97969708467056,69883
1016742,37.498803935908704,126.98487414164596,35733
1016755,37.46619781975389,126.8878301661648,3799
1016756,37.4660524868723,126.88802870152442,5536
1016757,37.46625612949658,126.88785878839624,12560
1016758,37.46656323115919,126.89763206962778,26763
1016759,37.46556357270725,126.88614926747408,21353
1016763,37.4547416130149,126.90069162882182,12003
1016764,37.45232615161016,126.90606454567067,13356
1016766,37.44852945451471,126.90317412815811,37618
1016768,37.4718458882523,126.9341254775972,13262
1016775,37.464971552213285,126.88404528296545,30547
1016776,37.46478659209048,126.88389723512437,29182
1016777,37.448473641264,126.90313851243174,10332
1016778,37.45229253305794,126.9059745614388,11216
1016826,37.486407885311394,126.8783782847767,35235
1016827,37.48653131159304,126.87843234845242,14862
1016828,37.48948994483163,126.8758414756294,17590
1016829,37.489522796993306,126.87594386904011,34343
1016830,37.49126701667948,126.87408673173007,32355
1016831,37.489476540972575,126.87584704694429,32950
1016832,37.48937464965171,126.87604048898385,37790
1016833,37.45180429352003,126.9207488169944,28081
1016834,37.45204820117568,126.92063925512797,31137
1016835,37.451797598679576,126.9206360753042,30842
1016836,37.4478967867181,126.9204639895505,32547
1016844,37.49749694144606,126.91868312974918,29613
1016845,37.49740872648643,126.91869630330326,25711
1016846,37.48976163159191,126.92048476628084,15675
1016847,37.48990090359281,126.92241658672772,12248
1016848,37.489851740881534,126.92048247127155,12704
1016849,37.48942404275862,126.91837846672054,8228
1016850,37.489423592586576,126.9183971812408,13755
1016851,37.48369335831478,126.92599763371182,49065
1016854,37.48925774818321,126.91942870573617,8168
1016855,37.49688312248737,126.91619063863524,30730
1016860,37.47955928572552,126.8760956736525,52184
1016861,37.477252975398535,126.87706238524224,45300
1016862,37.475198129422026,126.87816970589137,22881
1016863,37.475074936695,126.87807484324355,26699
1016866,37.47539018800161,126.87854644018958,5844
1016867,37.4751991973204,126.87879163060704,5081
1016868,37.47543423701106,126.87864494221978,6836
1016869,37.47878636466399,126.87649193876256,5686
1016873,37.46525423851672,126.88510370658454,25230
1016874,37.465589854278456,126.88592355908756,28033
1016877,37.49913567674693,126.98453936706916,43544
1016878,37.50008870543099,126.98427448876964,31966
1016879,37.50008577392473,126.98427817898629,23866
1016880,37.48737755597686,126.93272545578075,27938
1016881,37.4827997874631,126.94647918017056,12396
1016882,37.48693550996672,126.94695211394166,14440
1016886,37.48648218771106,126.9346117646664,35136
1016887,37.4827603119721,126.94641695890044,26360
1016888,37.48209954111132,126.95315477423264,24281
1016890,37.49433872429096,126.8941981516803,4280
1016891,37.494368676093416,126.89416417173275,22140
1016908,37.48933840723445,126.8763475990975,2878
1016911,37.49012174661792,126.9235385112448,28494
1016912,37.49011981306192,126.92352323101171,12579
1016913,37.48981079355924,126.92241801094671,13596
1016914,37.48999449952776,126.92300608054572,15602
1016915,37.48990616172074,126.92300558200122,27196
1016917,37.49959444616001,126.98505718665068,28758
1016918,37.499559910278506,126.98495878258412,25675
1016923,37.49817423962664,126.99033444272972,36699
1016924,37.49956682901187,126.99689762553552,38673
1016925,37.50171319612531,126.98088080760068,44630
1016926,37.50170946972351,126.9808956604736,32127
1016930,37.48511523823034,126.87321350524763,24166
1016931,37.48523277217435,126.87362930297594,24127
1016941,37.46621388984196,126.88774341218895,9746
1016942,37.4656481064832,126.88611009209912,31515
1016943,37.46550557937196,126.88596364413416,22614
1016946,37.48932099670997,126.91948528422937,3924
1016947,37.48959715347569,126.91950705671606,16369
1016952,37.48490427564299,126.93427327601152,3535
1016953,37.486421940427874,126.9341793317459,9466
1016955,37.47676223179205,126.98161509678997,18496
1016960,37.48720229957033,126.87732590590144,16121
1016961,37.48683227784374,126.87788673512874,15654
1016962,37.49948634559856,126.9969485543057,37946
1016963,37.50075697594503,126.99985602563096,40364
1016968,37.47656717436642,126.97866841805376,19754
1016969,37.50239212206193,126.9772736856039,39177
1016970,37.49984749022394,126.98500436602696,20387
1016971,37.50024732995791,126.98535580399964,16318
1016972,37.49991298437737,126.98500297443636,12297
1016973,37.49989467328271,126.98501817797612,26688
1016974,37.497173556879055,126.98325978000528,35441
1016976,37.501775754938166,126.98171003219898,22760
1016980,37.44668583400184,126.91907642158482,20939
1016981,37.44795563079394,126.92037837096856,22069
1016983,37.49946897537734,126.98548967205323,4476
1016984,37.49949272816352,126.98547509984756,23115
1017000,37.5002717855149,126.88255762502394,13025
1017001,37.50027952485587,126.88244520421372,13658
1017002,37.49313281542624,126.88348530831026,9050
1017003,37.4867740351409,126.87780044207932,11239
1017004,37.49216634410907,126.8949980822332,4712
1017005,37.492198796712,126.89494337349768,22160
1017006,37.48732308169311,126.93264450814152,9106
1017007,37.48729890664683,126.93267020425743,27393
1017008,37.48656344777664,126.93466070581532,24903
1017009,37.48637829139519,126.93425304248144,7560
1017018,37.500259418342914,126.985385035898,7521
1017019,37.50025139821192,126.98536181238272,4723
1017033,37.45203820383384,126.92075161004738,25216
1017034,37.4499104527094,126.92091298404873,8953
1017035,37.45064782765556,126.9097925285664,13073
1017058,37.49431436074599,126.9429006160748,18492
1017060,37.49105126653117,126.944446103065,17043
1017061,37.50030896951908,126.9847972928952,26551
1017062,37.50014044669222,126.98466881302868,14334
1017063,37.50006806747251,126.9849082867372,5832
1017064,37.50004173407306,126.98495302074484,27293
1017065,37.4997220262038,126.98517361567522,13867
1017066,37.49975964467862,126.98516141966962,24047
1017067,37.499500403384886,126.98515462472048,11329
1017068,37.49884663070468,126.9848938039685,11372
1017080,37.48488103781576,126.8740909390521,4273
1017082,37.48549234190058,126.87318664958366,3715
1017089,37.49885617866055,126.9848983351924,28959
1017090,37.49975938645152,126.98478835008244,18885
1017099,37.48644737338402,126.87847125579908,7937
1017100,37.476745143543546,126.93660502495324,16909
1017106,37.46313942014106,126.88553477393044,12660
1017107,37.486387230844464,126.8998749353822,28844
1017108,37.48922918267488,126.89685168227544,3552
1017109,37.48920189909568,126.89688533848806,23281
1017110,37.48903423517341,126.8961932274796,29142
1017111,37.48593012856332,126.89954638244464,6998
1017112,37.48593077901122,126.89948913026242,23770
1017117,37.46507736639708,126.883607969514,1568
1017118,37.46509667966503,126.88356823096034,18093
1017120,37.46460448252319,126.88442882405846,1102
1017121,37.46459081088495,126.88444760149407,12587
1017122,37.46444085191301,126.88412688673183,16600
1017123,37.47603633984603,126.98587024353397,20439
1017124,37.46479912368987,126.88381937896796,17166
1017128,37.47965527504074,126.89834415008488,2660
1017135,37.57891948464271,126.9043084665278,34215
1017136,37.57822786305257,126.90373408814554,28278
1017137,37.578861162474816,126.90439480310393,32294
1017138,37.59263478177399,126.91403835850002,27929
1017139,37.57892811193338,126.90432046995306,7190
1017140,37.57817052653907,126.90172490145618,24084
1017141,37.57783351034254,126.90223927746608,19606
1017146,37.566270390801,126.89912879867406,24544
1017147,37.56239948959466,126.8991024108919,23006
1017148,37.56755162275218,126.91835938522668,25645
1017149,37.56778910092739,126.91787602100952,22351
1017150,37.56748783502712,126.91827945957084,24551
1017151,37.56932622801639,126.91754327885366,15837
1017152,37.56925168904098,126.91760263628764,15278
1017153,37.56968154738374,126.91800898896192,28199
1017154,37.56859982762965,126.91646586574002,25112
1017155,37.57717536324951,126.90274356658632,24359
1017156,37.568523484261,126.9164056905157,24750
1017157,37.56849685586983,126.91666632229646,23328
1017158,37.59259189918488,126.91405350850452,16615
1017161,37.56661505921944,126.92160201762984,21395
1017162,37.56653332076019,126.92155995402582,38032
1017163,37.56613207611082,126.92703182051406,41654
1017164,37.57011149790943,126.97933536334509,26088
1017165,37.575920295802426,126.97270382502812,22983
1017166,37.57478032967618,126.96781729039924,31502
1017167,37.575868077325225,126.9726416028363,33520
1017172,37.56603574443778,126.97907047775598,27032
1017173,37.566092311122325,126.97898234338416,28527
1017174,37.56564085818265,126.97883454392652,21097
1017176,37.56477615263498,126.97864470732968,22163
1017177,37.56398536323666,126.97950704770396,27452
1017178,37.56480587601321,126.97875067382049,28309
1017179,37.56494784953807,126.97734820954408,29025
1017184,37.57248416869168,126.96326976614748,30697
1017185,37.57114894166205,126.95641021610273,35241
1017186,37.57239406807286,126.96326676779113,31826
1017187,37.572484223305466,126.96366173835564,34077
1017188,37.57123894944738,126.95641610791104,27508
1017189,37.5711750356146,126.95536068147187,30267
1017190,37.5711509052478,126.95639676895428,15536
1017191,37.57012579979585,126.977224814389,25808
1017194,37.5682892143469,126.96926050497729,28312
1017195,37.57030401361287,126.97728111967758,29227
1017197,37.56941082936488,126.97726144715446,29658
1017199,37.56837966589836,126.98762007116716,7285
1017200,37.5683300538274,126.98767229031694,24745
1017201,37.57023473222504,126.98763697655004,25043
1017202,37.5683350739145,126.98755936073604,21602
1017203,37.568002636129336,126.98766929362294,26742
1017204,37.56137313515854,126.98903463053628,8324
1017208,37.56113520423779,126.9909065254571,23790
1017209,37.561023438524,126.98727719980393,25600
1017210,37.56112305807245,126.9909364454378,20328
1017211,37.57019102382643,126.98769680066712,23164
1017212,37.56070449857893,126.97672456108609,33226
1017215,37.56005515321705,126.97464096919651,19935
1017220,37.56196301249592,126.98137864593131,30741
1017223,37.56606946672974,126.97938843117848,28827
1017224,37.56800310092257,126.98755606076848,25271
1017225,37.56619101475268,126.98761914175692,28734
1017226,37.560592716708406,126.98963882721984,4720
1017227,37.56061015087606,126.98961653504234,4966
1017230,37.56102420680029,126.98725887717524,23632
1017233,37.56189093739232,126.9811467571312,36786
1017241,37.5690532739004,126.98298878240978,29550
1017243,37.56870247696495,126.98294729216416,28752
1017244,37.56911438999985,126.98274255745255,4983
1017246,37.56611514336272,126.9828358806216,28857
1017250,37.55917341688973,126.96898137444478,16541
1017251,37.561421701919,126.967448974207,14880
1017252,37.559116920733054,126.96898429364649,24351
1017253,37.55965448697624,126.97122483447173,25103
1017254,37.56260767172734,126.9717852419153,28886
1017255,37.560710072000674,126.9661050491092,36986
1017256,37.56260956554295,126.97179875336364,8380
1017257,37.562521232808,126.97181731161756,28574
1017258,37.56398894564141,126.97622854686408,24186
1017259,37.56069959396358,126.96608688034624,14299
1017260,37.56077535954343,126.96602737020524,25974
1017261,37.55948182882432,126.9640418725211,29063
1017266,37.5474450681395,126.8794953153524,54488
1017282,37.545669326610735,126.88958715458013,14925
1017296,37.54615109085965,126.89056651429172,6003
1017297,37.54579613303981,126.8899506576562,11150
1017299,37.54608957366593,126.8905427512384,3570
1017300,37.544679991989824,126.89177151895151,5926
1017301,37.545852598844334,126.88997736883027,4925
1017302,37.54593108185062,126.88958342741935,14101
1017324,37.54691852910526,126.87950221408794,17742
1017325,37.54683622467822,126.87945815713384,15776
1017326,37.546929122750015,126.8801345572182,17845
1017329,37.546846495680825,126.880175224423,5642
1017330,37.54686321047309,126.88020896970686,8664
1017331,37.54733582214034,126.88017825771956,18997
1017332,37.54688088710205,126.88061064958914,25556
1017333,37.54541312486089,126.88241399549808,28612
1017334,37.54693608511828,126.8807001326846,29354
1017335,37.54732921748501,126.88018348453774,23362
1017336,37.54738142628535,126.88027569573076,31559
1017337,37.54777510852632,126.87981057789996,34236
1017338,37.55166658271454,126.87857753233244,11581
1017339,37.550088445491326,126.87828731043652,10436
1017346,37.55426456757259,126.91164003482724,9425
1017347,37.551431328588144,126.90295426594226,9935
1017348,37.554231652333726,126.91171363384429,16755
1017350,37.5462794069004,126.90788895986452,40845
1017358,37.56526680532879,126.91177339289769,24701
1017359,37.555306470654486,126.9215112699656,18892
1017360,37.54913602631478,126.91345207890744,21979
1017361,37.54779363702139,126.92298700836513,17971
1017362,37.54913005192896,126.9135302812869,33924
1017369,37.55282380260362,126.8761397091274,18276
1017370,37.55165208888449,126.87715252097207,19952
1017374,37.56113750194137,126.8986908721787,72978
1017375,37.56121818273729,126.89864042251712,21495
1017376,37.56028216258882,126.8966587577319,51951
1017377,37.56114532126597,126.89870517659836,20734
1017378,37.56196663264713,126.8989464536997,17767
1017400,37.56084123272103,126.94096885116784,33765
1017401,37.56813368127312,126.94789730858017,33033
