k_link_id,latitude,longitude,road_rank
1013669.0,37.498143102512095,126.84918145590194,103.0
1013670.0,37.4982326708111,126.84916881212854,103.0
1013672.0,37.49805249566847,126.8477676380453,103.0
1013673.0,37.49796658689907,126.84780015132984,103.0
1013688.0,37.49823843292018,126.85046741773763,103.0
1013689.0,37.498328517422266,126.85046545472416,103.0
1013698.0,37.49770837084838,126.85369096027746,103.0
1013699.0,37.49761471686613,126.85369331068271,103.0
1013702.0,37.49704603680753,126.86098715692378,103.0
1013703.0,37.49713381204805,126.86094632289344,103.0
1013704.0,37.49630836849624,126.84425106261344,103.0
1013705.0,37.49168121896809,126.83265817673652,103.0
1013706.0,37.49159552028614,126.83269321999192,103.0
1013722.0,37.49872922165276,126.87194382101757,103.0
1013723.0,37.50328102857501,126.8734614260872,103.0
1013724.0,37.49915745718992,126.87180204394852,103.0
1013727.0,37.49951769439676,126.86880932283614,103.0
1013728.0,37.499604163128765,126.86884125266955,103.0
1013729.0,37.499212992283645,126.87017907132608,103.0
1013730.0,37.49929980761069,126.8702094765577,103.0
1013793.0,37.48975841336538,126.82549468871086,103.0
1013794.0,37.49508724262252,126.87157380271992,103.0
1013917.0,37.498895315496725,126.87182776839502,103.0
1013918.0,37.4989853266686,126.87183365459023,103.0
1013919.0,37.49900744748724,126.87153872801954,103.0
1013920.0,37.49891868322565,126.87151908574096,103.0
1013946.0,37.49099043430213,126.87213241783728,103.0
1014014.0,37.5679124101939,126.80521926227352,103.0
1014036.0,37.56452855197774,126.80637503990988,103.0
1014046.0,37.55792658830745,126.84480188643936,103.0
1014058.0,37.55184106495217,126.81655944751266,103.0
1014059.0,37.55185074054479,126.81667200143944,103.0
1014073.0,37.55637933829456,126.85157443734929,103.0
1014076.0,37.556142851718405,126.85223076919628,103.0
1014239.0,37.58373230649305,126.7974702574584,103.0
1014272.0,37.56173658371074,126.80768174835087,103.0
1014273.0,37.56164794814632,126.80766087264504,103.0
1014289.0,37.56171391095154,126.80714121363285,103.0
1014290.0,37.56180337750081,126.80715494216392,103.0
1014295.0,37.57291076604119,126.80247284359623,103.0
1014296.0,37.57298647370892,126.80253429116016,103.0
1014519.0,37.57279438745162,126.80303602028974,103.0
1014520.0,37.57271241453749,126.80298863901336,103.0
1014574.0,37.59159914060227,126.79936843815216,103.0
1014793.0,37.59020004427647,126.80201989174743,103.0
1014920.0,37.59037389327133,126.80267596745392,103.0
1015100.0,37.59212484058195,126.80450002955337,103.0
1016585.0,37.50297110750122,126.87984056959708,103.0
1016586.0,37.5030382916698,126.87976515028043,103.0
1016587.0,37.48009205093204,126.87558647435554,103.0
1016588.0,37.485285735259374,126.8737345474972,103.0
1016766.0,37.45166386674323,126.90195550906344,103.0
1016860.0,37.4813223908066,126.87530623060164,103.0
1016861.0,37.47536078287504,126.8783034951506,103.0
1017135.0,37.578602463250206,126.90397771303236,103.0
1017136.0,37.578544884205,126.90406484176232,103.0
1017137.0,37.57960121763362,126.9052065238464,103.0
1017138.0,37.588334833984966,126.91263412463104,103.0
1017146.0,37.56433643139281,126.89910374693552,103.0
1017147.0,37.56433508609192,126.8992169343736,103.0
1017162.0,37.56630991090133,126.92428285926344,103.0
1017163.0,37.56639841842755,126.9243134943488,103.0
1017164.0,37.57010950303143,126.98110980733033,103.0
1017166.0,37.57526729126904,126.96845990069453,103.0
1017167.0,37.5758021563252,126.9734663579476,103.0
1017184.0,37.57194074242848,126.95983483596444,103.0
1017185.0,37.57184451103494,126.9598320383739,103.0
1017186.0,37.57239116179049,126.96346690649652,103.0
1017187.0,37.57248129429586,126.96346601545676,103.0
1017188.0,37.57125592351127,126.95588825914376,103.0
1017189.0,37.57116580318262,126.95588598266995,103.0
1017191.0,37.57013073110605,126.97827869459964,103.0
1017194.0,37.56976060131854,126.97299640972082,103.0
1017195.0,37.57152088844171,126.9773180939577,103.0
1017211.0,37.57029526278465,126.9899260769579,103.0
1017266.0,37.54772934404912,126.88071795882036,103.0
1017350.0,37.54679674677736,126.90850176639876,103.0
1017362.0,37.552114265440615,126.91759549004148,103.0
1017374.0,37.56116924839023,126.89877388089766,103.0
1017375.0,37.56079467753942,126.89762045880632,103.0
1017376.0,37.56071502709839,126.89767345254228,103.0
1017377.0,37.56151532679717,126.89895231985828,103.0
1017378.0,37.56155483364995,126.8988515835706,103.0
1017400.0,37.5642198218434,126.94474223651306,103.0
1017401.0,37.56427445079561,126.94465201740309,103.0
1017402.0,37.56046062546329,126.94007383354328,103.0
1017410.0,37.555964014542106,126.93423023623684,103.0
1017417.0,37.564860619061854,126.9289489180133,103.0
1017418.0,37.564795351216034,126.92887160867832,103.0
1017420.0,37.562152710703536,126.9317762030563,103.0
1017421.0,37.562213475777845,126.93185990168196,103.0
1017451.0,37.53955938990551,126.94614580805565,103.0
1017452.0,37.54232576960883,126.94991709620592,103.0
1017454.0,37.54316522316641,126.9506430636216,103.0
1017470.0,37.5290595906005,126.8889125177442,103.0
1017472.0,37.53213754548282,126.89115067386642,103.0
1017474.0,37.53055068094641,126.89010518297724,103.0
1017479.0,37.52973930033662,126.88915514076588,103.0
1017503.0,37.52721540844457,126.88534261399032,103.0
1017539.0,37.53753566944993,126.89912782246208,103.0
1017540.0,37.53788447469662,126.90020662467111,103.0
1017544.0,37.53908101891688,126.90058896295749,103.0
1017566.0,37.52863014981224,126.92887435904112,103.0
1017617.0,37.518622456303646,126.91267892244974,103.0
1017636.0,37.52551899177169,126.9240316098476,103.0
1017637.0,37.527491700775634,126.92715477845144,103.0
1017728.0,37.51612961505695,126.88210756053476,103.0
1017729.0,37.5236355541381,126.88175984720696,103.0
1017739.0,37.52684868215864,126.88496897304468,103.0
1017740.0,37.523857034212206,126.88160120985827,103.0
1017741.0,37.51987904434915,126.88183400469792,103.0
1017742.0,37.52001246375099,126.88208620715469,103.0
1017743.0,37.51599719423221,126.8817644466808,103.0
1017745.0,37.51176555866512,126.87822920689942,103.0
1017790.0,37.507228624612594,126.87506774444208,103.0
1017792.0,37.511675911736106,126.87855844860388,103.0
1017816.0,37.5169411850577,126.90851819405536,103.0
1017873.0,37.56602918733875,126.92725206534077,103.0
1017874.0,37.56595175315477,126.92719411477704,103.0
1017894.0,37.573264996908506,126.89858634401324,103.0
1017895.0,37.57586403106171,126.90126152569992,103.0
1017927.0,37.56000630933719,126.89608956429926,103.0
1017928.0,37.55994102355976,126.8961672564033,103.0
1017929.0,37.5599765549473,126.89587989191332,103.0
1017930.0,37.5601730423431,126.89579351340863,103.0
1017931.0,37.557738676089286,126.929220650822,103.0
1017935.0,37.55697046870367,126.9241729383545,103.0
1017950.0,37.5451190315584,126.88933940292956,103.0
1017960.0,37.56037463341011,126.93469370528793,103.0
1017961.0,37.56004115530911,126.93761410112548,103.0
1017962.0,37.56013129681226,126.93761506323932,103.0
1017963.0,37.56009434414181,126.9346238122998,103.0
1017964.0,37.56027206714776,126.94017243557026,103.0
1018084.0,37.519969461190016,126.9150655777478,103.0
1018087.0,37.5581040088958,126.96069900188068,103.0
1018089.0,37.55704499413847,126.95258234565176,103.0
1018090.0,37.559164586021375,126.96200083880684,103.0
1018118.0,37.53640523085013,126.89125567089444,103.0
1018207.0,37.5488513179092,126.91279776081016,103.0
1018258.0,37.57592577352559,126.90117852512142,103.0
1018314.0,37.57322027846574,126.89868466512212,103.0
1018336.0,37.574374370703424,126.96697931059369,103.0
1018337.0,37.57326795377386,126.96486936585929,103.0
1018338.0,37.57317938207083,126.96491672468632,103.0
1018417.0,37.56974983214962,126.95161069852314,103.0
1018418.0,37.57000510373462,126.95145963888186,103.0
1018498.0,37.562179232779926,126.89908084238088,103.0
1018499.0,37.56218623837995,126.8989679600014,103.0
1018547.0,37.5371386981968,126.94187617154046,103.0
1018560.0,37.538894489577366,126.89816384012993,103.0
1018563.0,37.51469266391369,126.9020006068894,103.0
1018589.0,37.64445258741488,126.91190666191284,103.0
1018590.0,37.64452833180585,126.91196823434302,103.0
1018591.0,37.64750342194979,126.90441003310222,103.0
1018592.0,37.64742622450609,126.90434740388989,103.0
1018605.0,37.59982470139354,126.915957334477,103.0
1018606.0,37.5998395578743,126.91584559653862,103.0
1018607.0,37.59585232458788,126.91487618115558,103.0
1018608.0,37.59583379069761,126.91498703870462,103.0
1018618.0,37.628652458306725,126.91955889833056,103.0
1018619.0,37.64115149714935,126.91578818325804,103.0
1018620.0,37.622709906062944,126.92009921525128,103.0
1018621.0,37.62274567743734,126.920208279614,103.0
1018628.0,37.60324124751592,126.9158183840224,103.0
1035609.0,37.49875335974482,127.0685332358698,103.0
1035611.0,37.49612355155308,127.06996655240896,103.0
1035634.0,37.48443010036424,127.12350016857484,103.0
1035635.0,37.49077307726183,127.12015553521748,103.0
1035676.0,37.49420166253739,127.11750300359958,103.0
1035769.0,37.46046956413662,127.02036075822176,103.0
1035807.0,37.45972672021743,127.01878791052242,103.0
1035830.0,37.46051867800087,127.0202646227084,103.0
1035831.0,37.459840028351344,127.01912096118362,103.0
1035863.0,37.45822987369888,127.0167972710264,103.0
1035906.0,37.48519566761534,127.07445516122702,103.0
1035918.0,37.46004545362484,127.01992194308696,103.0
1035919.0,37.46006290334746,127.01981101007996,103.0
1035964.0,37.55938353854055,127.07374192502348,103.0
1035965.0,37.55946349317758,127.07379419424502,103.0
1035966.0,37.55936138894536,127.07350129774105,103.0
1035971.0,37.54133395446046,127.11780561955749,103.0
1035972.0,37.541252650797176,127.11775617268287,103.0
1036001.0,37.57676915250499,127.02683795667473,103.0
1036002.0,37.57668683644908,127.02688478254564,103.0
