LINK_ID,도로등급,도로명,시도,구군,연장km,차선수,승용_전일,승용_7_9,승용_18_20,승용_8,승용_9,승용_19,승용_20,버스_전일,버스_7_9,버스_18_20,버스_8,버스_9,버스_19,버스_20,화물_전일,화물_7_9,화물_18_20,화물_8,화물_9,화물_19,화물_20,합계_전일,합계_7_9,합계_18_20,합계_8,합계_9,합계_19,합계_20
1036085,일반국도,천호대로,서울특별시,광진구,0.0750,7,36684,5721,6290,2040,2074,2080,2126,32087,4833,5594,1741,1779,1841,1875,1207,213,221,74,75,75,83,3390,676,475,226,220,164,168
1036086,일반국도,자양로,서울특별시,광진구,0.7390,4,21965,4147,3224,1531,1534,1192,1007,18927,3627,2781,1360,1352,1044,865,1035,174,169,59,56,52,62,2003,347,274,113,126,96,80
1036087,일반국도,자양로,서울특별시,광진구,0.7390,4,27132,3601,5396,1297,1354,1777,1688,23953,3088,4900,1115,1176,1609,1529,1024,175,171,57,58,54,60,2155,338,325,125,120,114,99
1036088,일반국도,천호대로,서울특별시,광진구,0.4150,10,41248,6493,7995,2370,2425,2745,2511,35320,5431,7121,2043,2031,2431,2251,1741,335,297,107,116,102,98,4188,727,576,219,279,212,161
1036089,일반국도,천호대로,서울특별시,광진구,0.4150,10,41299,6857,8208,2466,2415,2956,2187,35414,5734,7399,2073,2056,2706,1921,1877,334,315,115,119,103,108,4008,789,494,278,240,147,158
1036092,도시고속도로,올림픽대로,서울특별시,강동구,0.4240,4,92389,12902,17402,4309,4205,6067,5643,82945,11285,16011,3696,3767,5549,5282,1655,297,294,127,89,98,114,7789,1320,1098,486,349,421,247
1036094,일반국도,천호대로,서울특별시,광진구,0.2440,9,39514,5892,6932,2156,2387,2336,2192,33906,4946,6088,1845,2044,2043,1975,1622,264,254,90,89,82,91,3986,681,590,221,254,211,126
1036095,일반국도,천호대로,서울특별시,광진구,0.3070,9,40803,7775,5946,2982,2727,1763,2028,35926,6847,5269,2658,2414,1553,1811,1434,260,230,95,83,74,81,3443,668,447,229,230,135,136
1036097,일반국도,천호대로,서울특별시,광진구,0.9160,10,38668,6163,6869,2248,2217,2352,2053,33601,5265,6063,1932,1931,2078,1814,1494,290,259,106,91,87,86,3573,609,548,211,195,187,154
1036098,일반국도,천호대로,서울특별시,광진구,0.9160,10,40580,6981,7879,2495,2717,3015,2068,35254,5965,7056,2143,2391,2728,1831,1462,299,242,96,98,83,81,3864,717,579,255,228,204,155
1036108,일반국도,동일로,서울특별시,광진구,0.0320,2,12949,1763,2833,516,742,842,1133,10564,1347,2434,359,610,732,993,461,82,84,27,26,36,15,1924,335,313,131,106,73,125
1036109,일반국도,동일로,서울특별시,광진구,0.1210,2,13588,1958,2630,731,837,869,813,11886,1618,2370,584,736,776,746,488,79,81,25,27,36,13,1214,260,177,122,74,57,53
1036116,일반국도,동일로,서울특별시,광진구,0.1360,2,22085,3353,4118,1152,1207,1550,1163,19777,2776,3756,949,1035,1380,1068,418,87,101,31,30,24,54,1890,490,263,172,143,147,42
1036117,일반국도,동일로,서울특별시,광진구,1.1840,6,30206,5366,4758,1831,1823,1661,1371,26450,4708,4182,1619,1638,1453,1212,645,147,97,53,47,38,24,3111,511,480,159,138,170,136
1036118,일반국도,동일로,서울특별시,광진구,1.1840,6,33345,4444,6820,1621,1677,2360,2184,29399,3736,6138,1364,1443,2090,2008,673,120,110,41,41,40,31,3273,590,571,217,194,230,145
1036119,일반국도,동일로,서울특별시,광진구,0.3150,4,19457,2536,4698,987,920,1630,1445,17177,1980,4282,776,753,1444,1328,288,64,38,32,15,10,14,1992,493,378,179,153,177,103
1036120,일반국도,동일로,서울특별시,광진구,0.3150,4,22898,4637,3542,1691,1491,1225,770,20679,4232,3238,1589,1366,1113,693,287,76,36,19,25,12,9,1932,326,268,82,99,100,68
1036121,일반국도,동일로,서울특별시,광진구,0.1210,2,15666,3822,2565,1375,1341,921,701,13882,3436,2282,1259,1224,815,641,263,60,57,23,10,30,7,1521,326,225,92,108,75,53
1036124,도시고속도로,동부간선도로,서울특별시,성동구,2.4720,3,70823,12560,7674,4107,4093,2496,2329,62099,10970,6690,3599,3555,2178,2082,635,128,90,38,38,31,25,8088,1464,894,471,501,287,222
1036130,도시고속도로,동부간선도로,서울특별시,성동구,0.5020,3,62829,8182,10317,2770,2506,3353,3499,55134,6975,9395,2422,2189,3095,3152,501,89,98,23,43,34,24,7193,1119,825,326,274,224,324
1036221,도시고속도로,올림픽대로,서울특별시,강남구,0.7030,4,115104,18722,14167,6561,6272,4677,4824,103430,16753,12805,5854,5742,4200,4400,1014,222,171,93,48,58,52,10659,1747,1189,615,482,418,371
1036223,도시고속도로,강변북로,서울특별시,성동구,0.8550,3,57898,8076,9248,2656,2682,3084,3072,50425,6954,8246,2316,2318,2738,2784,543,94,103,21,51,41,26,6929,1029,898,320,313,304,262
1036247,도시고속도로,올림픽대로,서울특별시,강남구,1.4890,5,106421,17938,13101,5928,5964,4256,3744,95076,15952,11729,5312,5332,3788,3327,858,161,148,43,42,56,53,10488,1825,1224,573,591,412,364
1036248,도시고속도로,강변북로,서울특별시,성동구,0.2170,5,87361,14254,11892,4835,4820,3688,3991,76777,12430,10849,4247,4208,3354,3611,1008,173,165,55,67,55,42,9576,1652,879,533,546,279,339
1036250,도시고속도로,강변북로,서울특별시,성동구,0.4960,5,97919,15558,15504,5308,4844,5335,4721,86717,13732,13732,4757,4268,4696,4241,1012,180,176,60,68,64,40,10190,1647,1596,491,508,575,441
1036254,일반국도,동일로,서울특별시,성동구,0.2150,1,16193,3141,1967,1395,1322,622,408,14693,2837,1774,1274,1233,557,359,780,137,111,45,43,39,28,721,168,82,77,46,26,21
1036255,일반국도,동일로,서울특별시,성동구,0.5370,4,35258,4930,6392,1693,2029,2176,1656,32584,4455,5972,1561,1838,2008,1555,314,47,62,17,17,23,14,2360,428,359,115,174,145,87
1036256,일반국도,동일로,서울특별시,성동구,0.5370,4,35897,6821,5782,2509,2560,2049,1584,33473,6392,5392,2336,2426,1902,1497,306,63,41,20,21,17,8,2118,367,349,154,113,130,79
1036257,일반국도,동일로,서울특별시,성동구,0.0850,6,33286,5460,6097,1984,1815,2270,1524,29311,4780,5469,1727,1609,2049,1371,1185,194,206,68,69,78,51,2791,486,423,189,137,143,103
1036258,일반국도,동일로,서울특별시,성동구,0.0850,6,32796,5013,5819,1861,1874,2139,1511,28648,4308,5240,1631,1644,1941,1352,1230,164,218,52,66,79,60,2917,541,359,178,164,118,99
1036259,일반국도,동일로,서울특별시,성동구,0.2170,2,17217,2288,3837,677,809,1388,1147,15126,1894,3560,545,695,1302,1052,827,140,126,46,44,41,46,1264,253,150,85,70,44,49
1036260,일반국도,동일로,서울특별시,광진구,0.0830,5,31991,5637,5694,2020,2017,2060,1660,26753,4713,4943,1700,1728,1777,1471,2095,367,342,128,122,146,77,3144,558,410,192,167,137,113
1036272,도시고속도로,강변북로,서울특별시,광진구,0.3020,5,86970,15066,11721,5295,4863,3458,3560,76360,13114,10607,4681,4222,3130,3170,1058,173,170,60,60,61,35,9552,1779,946,554,581,267,356
1036279,일반국도,동일로,서울특별시,성동구,0.3630,6,29960,4609,5142,1836,1515,1612,1708,25749,3874,4524,1606,1293,1385,1539,1114,212,172,74,73,62,48,3097,524,446,157,149,165,122
1036280,일반국도,동일로,서울특별시,광진구,0.3630,6,33596,5781,5229,2149,1931,1814,1542,28982,4923,4580,1798,1693,1587,1378,1066,204,154,71,72,62,34,3549,654,494,280,166,165,130
1036281,일반국도,동일로,서울특별시,광진구,0.7470,6,29625,4239,4840,1534,1574,1579,1554,26020,3600,4252,1312,1376,1350,1390,779,143,144,52,45,48,45,2825,496,443,170,152,180,119
1036282,일반국도,동일로,서울특별시,광진구,0.7470,6,27955,4850,4424,1642,1636,1559,1306,24465,4252,3878,1441,1473,1364,1159,753,139,109,46,42,43,24,2737,459,436,155,121,152,122
1036289,일반국도,자양로,서울특별시,광진구,0.4840,6,25212,4220,4690,1565,1631,1723,1280,21285,3548,4082,1347,1416,1508,1089,1333,222,209,76,76,75,60,2594,451,399,142,140,140,131
1036290,일반국도,자양로,서울특별시,광진구,0.4840,6,25647,4072,4603,1517,1670,1500,1521,21586,3378,3974,1279,1422,1307,1331,1162,199,210,66,68,70,71,2898,494,420,172,180,123,120
1036294,도시고속도로,강변북로,서울특별시,광진구,0.2020,4,82289,12349,13766,4396,4441,4332,4411,74073,10913,12615,3945,3987,4001,4100,763,158,133,54,67,49,38,7452,1278,1018,396,388,282,273
1036296,도시고속도로,강변북로,서울특별시,광진구,0.4120,4,81660,11821,13717,4103,4242,4520,4321,73245,10433,12579,3678,3821,4153,4022,975,182,162,60,78,62,38,7439,1205,974,364,342,304,260
1036316,도시고속도로,올림픽대로,서울특별시,송파구,0.1230,1,29113,5579,4293,1694,1826,1356,1426,26448,5062,3927,1501,1648,1264,1318,1193,199,202,94,49,46,72,1472,319,164,98,130,46,36
1036323,도시고속도로,올림픽대로,서울특별시,송파구,1.2470,4,77835,10983,15091,3792,3655,5246,4949,70359,9676,13745,3328,3265,4791,4564,1266,238,228,72,88,81,81,6211,1070,1117,392,302,374,303
1036339,도시고속도로,올림픽대로,서울특별시,송파구,0.6440,4,85636,12053,14853,4048,4108,5164,4828,76670,10682,13604,3579,3675,4740,4455,1235,240,233,69,87,86,96,7730,1130,1017,400,345,339,277
1036350,도시고속도로,올림픽대로,서울특별시,송파구,0.6380,4,95989,13838,17413,4527,4871,5853,5837,86113,12184,16040,4019,4336,5337,5442,1246,233,228,67,79,73,96,8630,1421,1144,441,455,442,299
1036372,도시고속도로,올림픽대로,서울특별시,송파구,0.1250,1,31378,6146,5731,2170,2120,1958,1674,29654,5811,5493,2068,2023,1881,1589,819,171,119,49,50,33,52,905,163,119,53,47,44,33
1036385,도시고속도로,올림픽대로,서울특별시,송파구,0.7470,4,91419,12868,15647,4517,4080,5144,5213,82629,11453,14353,4049,3718,4725,4904,827,156,135,51,58,53,34,7963,1260,1159,417,305,366,274
1036386,도시고속도로,올림픽대로,서울특별시,송파구,0.2880,4,76717,12203,12651,3906,4191,4197,4069,69687,10984,11560,3465,3836,3793,3850,750,182,123,71,56,53,32,6280,1037,969,370,299,351,188
1036389,도시고속도로,올림픽대로,서울특별시,송파구,1.2990,4,85965,12290,16402,4057,4013,5679,5587,77260,11025,15119,3613,3679,5252,5198,644,141,130,46,49,54,47,8061,1125,1153,398,286,373,343
1036400,도시고속도로,올림픽대로,서울특별시,송파구,0.2400,4,82236,13145,12179,4406,4419,4073,3634,73002,11417,11244,3904,3983,3716,3457,808,169,136,56,52,61,38,8427,1560,798,446,385,296,139
1036402,도시고속도로,올림픽대로,서울특별시,송파구,0.4640,4,87894,11886,14867,4087,4171,4940,5046,79220,10595,13725,3646,3746,4562,4732,1057,218,161,64,92,58,50,7618,1073,981,377,333,320,264
1036403,도시고속도로,올림픽대로,서울특별시,송파구,0.8330,4,87336,16235,11025,5462,5745,3562,3524,78780,14513,10122,4892,5167,3274,3291,965,178,149,62,48,59,35,7592,1545,753,509,530,228,198
1036471,고속도로,경부고속도로,서울특별시,서초구,0.8100,4,78777,12668,9934,3967,3647,3443,3018,65237,10377,8348,3340,3077,2958,2398,2735,544,452,196,176,150,171,10805,1747,1134,431,394,335,449
1036479,고속도로,경부고속도로,서울특별시,서초구,0.5130,4,76150,12371,9087,4071,3552,3168,2734,62736,10298,7533,3438,2983,2651,2225,2556,445,468,177,145,169,167,10858,1630,1085,457,425,348,342
1036487,고속도로,경부고속도로,서울특별시,서초구,0.4360,4,78404,12798,9253,3993,3698,2877,3382,64284,10400,7533,3357,3093,2307,2708,3150,590,555,218,202,189,197,10971,1808,1163,418,403,380,477
1036497,고속도로,경부고속도로,서울특별시,서초구,0.2820,4,92047,14296,12190,4511,4544,4187,3997,76938,11885,10086,3835,3815,3334,3402,3308,563,583,175,219,199,216,11800,1847,1521,500,510,654,379
1036504,일반국도,영동대로,서울특별시,강남구,0.3180,6,34293,4110,7047,1428,1767,2318,2197,30555,3468,6484,1220,1503,2106,2053,998,182,157,63,66,50,49,2740,460,407,146,197,162,95
1036505,일반국도,영동대로,서울특별시,강남구,0.3180,6,43301,8509,6525,3247,3115,2243,1671,39696,7755,6034,2940,2905,2084,1549,1062,186,140,73,50,50,37,2543,570,352,235,160,109,85
1036508,도시고속도로,올림픽대로,서울특별시,송파구,0.0900,4,80751,15524,10996,5304,4822,3771,3246,69554,12530,10256,4270,3814,3506,3045,1403,287,212,77,72,68,78,9793,2706,529,956,936,197,123
1036524,일반국도,자양로,서울특별시,광진구,0.2740,6,26779,4568,5163,1744,1648,1732,1733,22093,3690,4425,1436,1382,1491,1514,1253,247,209,97,71,65,81,3433,632,530,211,195,176,139
1036526,일반국도,자양로,서울특별시,광진구,0.2010,6,21568,4144,4044,1664,1530,1492,1046,18017,3548,3485,1463,1327,1294,878,1216,216,174,74,71,60,56,2335,378,385,126,131,138,112
1036527,일반국도,자양로,서울특별시,광진구,0.2010,6,25334,3963,4964,1440,1701,1630,1607,21563,3293,4293,1199,1458,1361,1408,1111,196,178,73,64,61,58,2660,473,492,168,179,208,141
1036529,도시고속도로,올림픽대로,서울특별시,서초구,0.0320,1,7761,1038,1193,355,394,396,283,6825,851,1058,307,339,347,259,124,25,18,9,9,7,3,811,163,117,39,47,41,21
1036532,도시고속도로,강변북로,서울특별시,광진구,0.2930,4,68020,9478,13287,3541,3199,4335,4299,58602,7790,11835,2938,2732,3838,3876,1908,291,342,91,107,111,144,7510,1396,1110,511,360,386,279
1036542,도시고속도로,올림픽대로,서울특별시,강동구,0.3940,4,78443,15182,10552,5074,5100,3380,3491,70408,13470,9636,4517,4537,3089,3218,1465,286,255,99,113,87,86,6569,1426,661,458,450,203,188
1036548,도시고속도로,동부간선도로,서울특별시,성동구,0.8310,4,101582,17206,12478,5721,5057,4345,3508,90785,15554,11041,5199,4528,3822,3109,894,155,108,45,44,39,23,9903,1495,1330,476,485,484,377
1036549,도시고속도로,내부순환로,서울특별시,성동구,0.3850,3,43510,7839,5653,2331,2450,1719,1629,38481,7010,4849,2114,2149,1420,1447,175,37,20,11,9,5,5,4854,792,783,206,293,293,177
1036556,도시고속도로,강변북로,서울특별시,광진구,0.0740,1,14674,2758,2328,998,726,769,697,13070,2454,2084,922,594,685,613,844,158,109,30,79,30,41,760,146,134,46,53,54,42
1036581,도시고속도로,동부간선도로,서울특별시,광진구,0.0970,2,47770,6542,6617,2193,2236,2131,2171,42096,5592,5721,1941,1991,1804,2004,701,136,123,63,42,50,33,4973,812,771,188,203,276,133
1036583,도시고속도로,동부간선도로,서울특별시,광진구,0.9760,1,26602,3260,3866,1213,1309,1291,1182,24510,2887,3630,1104,1177,1208,1122,475,78,74,24,25,26,19,1616,297,163,86,108,58,41
1036584,도시고속도로,강변북로,서울특별시,광진구,1.0040,4,86826,12789,15075,4601,4330,5167,4780,77563,11062,13776,3983,3890,4702,4439,946,206,165,79,72,61,47,8317,1521,1133,539,368,404,294
1036608,일반국도,영동대로,서울특별시,강남구,0.5510,6,56953,6352,11058,2093,2626,3750,3563,49416,5370,9650,1774,2269,3254,3106,1343,182,245,63,70,80,89,6194,800,1163,255,287,416,368
1036609,일반국도,영동대로,서울특별시,광진구,0.5510,6,64926,11665,9464,4098,4036,3354,2655,57063,10213,8463,3559,3573,3128,2297,1498,285,207,104,78,66,66,6364,1165,793,434,385,159,292
1036612,도시고속도로,강변북로,서울특별시,성동구,0.1340,5,111536,17040,16061,5964,5714,5228,5223,98400,14614,14738,5302,4806,4808,4693,1066,180,174,60,63,54,45,12070,2244,1149,601,845,366,485
1036613,일반국도,동일로,서울특별시,성동구,0.1350,2,16784,3290,2147,1026,1271,736,660,14393,2868,1822,900,1139,598,601,242,44,39,16,12,15,10,2150,377,287,110,119,124,50
1036614,일반국도,동일로,서울특별시,광진구,0.0300,1,2246,323,414,100,143,167,114,1565,195,308,54,92,124,98,43,7,5,2,2,3,0,638,121,101,44,49,41,15
1036615,일반국도,동일로,서울특별시,광진구,0.0320,2,21831,3153,3843,1064,1318,1475,1068,19153,2660,3435,883,1134,1322,980,488,83,80,21,44,29,13,2191,410,326,160,140,123,75
1036616,일반국도,동일로,서울특별시,광진구,0.0310,1,1845,270,300,97,103,102,84,1192,151,213,51,55,62,75,46,6,7,2,2,3,2,607,113,82,43,46,38,8
1036617,일반국도,동일로,서울특별시,광진구,0.0310,2,16433,4021,2091,1429,1508,793,533,14441,3543,1878,1277,1343,719,473,360,125,45,55,13,21,9,1632,353,166,98,151,53,50
1036643,도시고속도로,강변북로,서울특별시,광진구,1.3820,4,69853,10133,11873,3464,3335,3978,3753,61929,8666,10531,2945,2955,3527,3361,637,113,140,37,51,53,46,7286,1354,1202,481,330,398,346
1036645,도시고속도로,강변북로,서울특별시,광진구,0.9060,4,73139,10660,12593,3738,3556,4027,4007,63400,8910,11077,3113,3090,3497,3571,1554,219,346,76,69,117,124,8185,1532,1170,549,397,413,312
1036650,도시고속도로,동부간선도로,서울특별시,성동구,0.9250,4,94097,11914,15158,4150,4028,4807,5115,84232,10324,14143,3635,3683,4475,4781,851,161,142,56,50,51,44,9014,1430,873,459,295,281,290
1036657,도시고속도로,동부간선도로,서울특별시,강남구,2.2870,3,90882,14184,12773,4704,4652,4282,4103,80618,12345,11403,4179,4137,3815,3712,622,122,100,37,32,38,26,9642,1717,1271,488,483,429,365
1036660,도시고속도로,강변북로,서울특별시,광진구,0.2110,4,80363,11562,13777,3967,3835,4387,4365,69754,9787,12166,3318,3325,3847,3892,2339,332,427,127,119,135,171,8270,1444,1185,523,391,405,303
1036666,도시고속도로,올림픽대로,서울특별시,송파구,0.3850,4,75418,13834,9300,4474,4616,3359,2906,68256,12359,8615,4021,4077,3145,2723,755,136,111,32,43,37,36,6407,1338,575,420,496,177,148
1036669,도시고속도로,올림픽대로,서울특별시,서초구,0.0660,1,3910,321,977,120,114,270,225,3290,225,871,81,91,232,199,133,27,19,5,10,7,3,487,68,86,33,13,30,23
1036674,일반국도,자양로,서울특별시,광진구,0.0260,7,24229,5382,4090,1827,2069,1424,1133,20009,4507,3488,1516,1798,1203,976,1545,323,196,113,98,68,59,2675,551,407,198,172,153,99
1036675,일반국도,자양로,서울특별시,광진구,0.0260,7,34240,5842,5663,2370,2161,1958,1752,29979,5046,5036,2106,1871,1722,1600,1398,278,233,85,92,82,82,2864,518,394,179,198,155,70
1036688,도시고속도로,강변북로,서울특별시,광진구,0.5930,3,60193,8418,10186,2801,3035,3329,3291,52543,7069,9164,2371,2635,2992,2974,1774,241,333,81,81,91,145,5876,1109,688,348,320,246,172
1036692,도시고속도로,강변북로,서울특별시,광진구,0.3030,4,65362,14234,9829,4976,4789,3173,2722,57489,12619,8764,4429,4247,2834,2431,2211,354,336,112,108,105,124,5662,1261,729,436,434,234,166
1036693,도시고속도로,강변북로,서울특별시,광진구,2.8890,3,66850,8869,12755,3124,3095,4306,4091,56558,7130,11187,2557,2545,3791,3542,2241,279,412,81,96,134,168,8051,1459,1157,485,454,382,381
1036699,도시고속도로,강변북로,서울특별시,광진구,0.0590,1,17108,3585,2942,1250,1472,1109,696,15388,3215,2623,1129,1335,964,603,985,240,161,78,105,78,47,735,131,160,44,32,68,46
1036707,일반국도,자양로,서울특별시,광진구,0.0560,8,35472,6749,5868,2282,2363,2062,1570,30499,5843,5168,1980,2083,1827,1375,2303,387,350,126,126,117,115,2671,518,350,175,154,118,80
1036708,일반국도,자양로,서울특별시,광진구,0.0560,8,32729,5276,6535,1877,1930,2383,1845,28304,4491,5953,1627,1652,2175,1691,1423,280,231,86,94,78,81,3003,506,353,164,184,131,74
1036710,일반국도,동일로,서울특별시,성동구,0.2420,2,19908,3737,2934,1346,1232,1046,847,16476,2995,2482,1093,993,880,757,727,128,114,41,41,41,30,2705,612,338,211,197,125,60
1036711,도시고속도로,강변북로,서울특별시,광진구,0.1100,4,81696,16138,12109,5721,5130,3846,3753,70074,13798,10839,4911,4403,3441,3316,1715,306,256,110,109,86,83,9907,2034,1014,700,618,319,354
1036716,도시고속도로,강변북로,서울특별시,광진구,0.1300,4,87600,12870,14153,4141,4968,4294,4598,73887,10677,12216,3424,4121,3775,4025,2315,331,389,126,115,123,170,11398,1862,1548,591,732,396,403
1036723,일반국도,송파대로,서울특별시,송파구,0.9010,4,43205,6721,7812,2285,2483,2730,2383,35056,5482,6495,1840,1986,2294,1955,2066,301,349,101,127,111,127,6084,938,967,344,369,325,300
1036725,일반국도,자양로,서울특별시,광진구,0.0550,4,32094,4722,6482,1614,1667,2428,1837,27763,3961,5748,1347,1401,2090,1664,1354,249,222,82,83,80,73,2978,513,511,186,183,258,99
1036737,도시고속도로,강변북로,서울특별시,광진구,0.2100,3,65037,9826,10430,3283,3350,3418,3304,55835,8516,9172,2898,2840,3045,3053,535,89,104,28,40,38,30,8667,1221,1155,357,470,336,221
1036747,도시고속도로,올림픽대로,서울특별시,강남구,0.2000,4,105754,17511,13561,6419,5745,4700,4535,95923,15824,12569,5867,5165,4377,4207,926,168,141,68,44,46,41,8905,1520,850,485,536,277,287
1036749,도시고속도로,강변북로,서울특별시,성동구,0.4250,5,102404,15662,15767,5102,5376,5389,4764,91129,13891,13983,4559,4807,4720,4308,1067,184,204,64,70,79,38,10208,1586,1581,478,499,591,418
1036752,도시고속도로,강변북로,서울특별시,성동구,0.4900,3,55855,9685,7246,3324,3013,2317,2180,49697,8674,6488,3038,2684,2083,2010,340,60,45,28,10,12,15,5818,952,712,258,319,221,155
1036755,도시고속도로,강변북로,서울특별시,성동구,0.6010,3,53874,9052,6439,3031,2526,1922,2064,48168,7995,5763,2608,2263,1682,1909,229,44,32,16,11,7,12,5476,1014,646,407,253,233,144
1036762,도시고속도로,강변북로,서울특별시,용산구,1.8910,4,103611,13353,15990,4360,4214,5275,5351,91239,11383,14453,3756,3723,4812,4785,798,167,148,45,67,56,44,11574,1803,1389,559,424,407,522
1036770,도시고속도로,강변북로,서울특별시,광진구,0.0890,4,90956,14556,14619,5167,5178,4878,4727,79081,12067,13269,4280,4264,4493,4352,907,139,145,47,54,48,45,10968,2350,1205,840,860,337,330
1036780,도시고속도로,강변북로,서울특별시,성동구,0.0520,1,13277,1943,1972,748,644,676,613,12587,1827,1830,713,597,623,571,63,19,12,9,2,10,0,627,98,131,26,45,44,42
1036789,도시고속도로,강변북로,서울특별시,광진구,0.4310,3,55440,11331,8286,3903,3717,2790,2155,48643,9933,7374,3430,3242,2460,1927,1571,281,237,93,98,82,74,5226,1117,674,380,377,247,154
1036801,일반국도,동일로,서울특별시,광진구,0.2280,6,38452,5606,6779,1706,2298,2212,2334,34201,4882,6256,1440,2039,2058,2153,1050,205,151,84,71,50,56,3201,518,372,181,188,104,125
1036802,일반국도,동일로,서울특별시,광진구,0.2280,6,48343,9680,7019,3595,3225,2448,1888,44090,8888,6404,3275,2989,2269,1713,992,193,131,76,54,45,41,3261,598,482,244,181,133,134
1036814,도시고속도로,강변북로,서울특별시,성동구,0.1490,5,105764,17908,15270,6056,6593,4899,4924,93265,15526,13989,5394,5615,4492,4429,974,167,162,50,65,45,41,11524,2215,1118,613,912,362,453
1036820,도시고속도로,강변북로,서울특별시,성동구,0.2880,5,98868,14795,14378,4971,4916,4734,4687,87244,12987,12583,4417,4386,4093,4136,1037,197,168,69,57,69,25,10587,1610,1627,485,472,573,526
1036836,도시고속도로,올림픽대로,서울특별시,강동구,0.9200,4,77429,14854,10750,5346,4774,3618,3479,69603,13160,9909,4795,4248,3348,3233,1410,231,246,71,81,82,76,6416,1464,594,480,445,187,170
1036844,도시고속도로,올림픽대로,서울특별시,강남구,0.0510,5,120585,19279,14951,6569,6796,4912,4871,106574,17101,13603,6002,5762,4569,4398,1244,254,188,68,85,48,57,12767,1924,1160,499,950,295,416
1036845,도시고속도로,올림픽대로,서울특별시,강남구,0.0600,5,114971,19480,13528,6780,6742,4296,4484,100860,16983,12158,5997,5709,3942,3994,1166,230,186,69,62,59,51,12945,2269,1183,715,971,295,438
1036846,도시고속도로,올림픽대로,서울특별시,강남구,0.2130,4,79094,12445,11977,4281,4263,3998,3606,70072,10878,10970,3719,3774,3624,3369,872,204,140,70,69,60,36,8149,1362,869,491,420,315,201
1036856,일반국도,송파대로,서울특별시,광진구,0.0470,4,43785,7649,7022,2780,2742,2279,1698,38029,6594,6134,2413,2421,1968,1471,2365,376,362,122,125,121,120,3391,681,526,246,197,191,106
1036857,일반국도,송파대로,서울특별시,광진구,0.9050,4,52231,9271,8890,3418,3265,3084,2749,43012,7619,7355,2797,2695,2555,2274,2424,472,393,171,186,127,131,6794,1180,1142,450,384,402,345
1036879,도시고속도로,올림픽대로,서울특별시,강남구,0.3100,4,79739,12706,11422,4380,4305,3876,3667,70974,11199,10438,3853,3813,3560,3419,853,191,117,59,70,42,37,7912,1316,868,468,422,275,211
1036882,도시고속도로,올림픽대로,서울특별시,강남구,0.1120,4,90251,15423,12568,5179,4822,4323,3966,81088,13612,11784,4645,4385,4021,3811,906,235,115,85,80,56,33,8257,1578,670,450,358,247,122
1036891,도시고속도로,동부간선도로,서울특별시,성동구,0.8430,3,58723,6637,10518,2360,2002,3545,3446,51546,5558,9612,2036,1704,3258,3122,464,77,99,21,34,42,24,6713,1003,808,304,264,246,300
1036920,일반국도,망우로,서울특별시,중랑구,0.0270,6,33035,5283,6966,2017,2047,2441,1971,28241,4401,6275,1714,1759,2209,1755,1943,323,288,130,103,84,127,2852,561,402,173,186,148,89
1036921,일반국도,망우로,서울특별시,중랑구,0.0270,6,27786,5414,5306,2116,2024,1913,1303,23332,4679,4562,1851,1802,1589,1142,1573,316,233,113,78,78,78,2880,418,511,151,144,247,82
1036922,일반국도,동일로,서울특별시,중랑구,0.1710,2,14258,2591,2359,841,943,870,652,12007,2125,2074,680,779,759,571,504,117,77,42,36,28,22,1747,348,206,118,128,82,58
1036926,도시고속도로,내부순환로,서울특별시,성북구,0.2620,3,80498,13467,11216,4966,4126,3513,3318,74639,12580,10436,4658,3830,3236,3109,470,83,59,25,23,22,17,5389,806,721,284,273,255,192
1036946,일반국도,동일로,서울특별시,노원구,0.1580,6,23768,4465,4670,1680,1832,1789,1225,19490,3671,4051,1410,1546,1575,1057,1561,251,242,91,87,77,86,2717,542,377,178,199,137,82
1036947,일반국도,동일로,서울특별시,노원구,0.1580,6,25536,4508,4683,1687,1614,1550,1351,20950,3676,4008,1404,1365,1315,1160,1700,286,266,93,90,89,89,2886,546,409,190,159,146,102
1036948,일반국도,동일로,서울특별시,노원구,0.6320,6,25884,4735,4948,1878,1696,1697,1511,21895,3964,4354,1625,1432,1501,1326,1202,231,194,73,70,63,69,2787,540,401,180,194,133,116
1036949,일반국도,동일로,서울특별시,노원구,0.6320,6,20560,3743,4066,1314,1516,1478,1135,16535,3067,3437,1089,1262,1262,965,1247,207,199,68,66,66,62,2779,469,429,157,188,150,107
1036952,일반국도,동일로,서울특별시,노원구,0.3770,6,19785,3232,3962,1296,1251,1492,958,16208,2597,3403,1074,1029,1300,809,1021,187,157,67,62,53,51,2556,447,402,154,160,139,98
1036953,일반국도,동일로,서울특별시,노원구,0.3770,6,21280,3766,4108,1325,1639,1587,1166,17622,3072,3561,1090,1407,1400,1015,1022,189,169,64,62,58,55,2636,504,379,170,170,130,97
1036955,일반국도,동일로,서울특별시,노원구,0.5200,6,23716,4142,4212,1526,1540,1443,1209,19779,3443,3606,1281,1307,1223,1027,1129,204,177,70,67,56,62,2808,496,430,175,166,164,121
1036956,일반국도,동일로,서울특별시,노원구,0.6110,6,25486,4359,4825,1578,1840,1718,1420,21344,3634,4244,1354,1577,1534,1232,1208,222,173,71,81,57,60,2935,503,407,153,182,126,128
